#,When,Who,Problem Name,Lang,Number,Class,Number_Class
72516785,2020/03/05 16:57,AhmadShahal,Word,GNU C++14,59,A,59A
72522145,2020/03/05 18:22,Grapeee,TavasandSaDDas,GNU C++17,535,B,535B
72522566,2020/03/05 18:28,Grapeee,Hexadecimal'sNumbers,GNU C++17,9,C,9C
72524693,2020/03/05 19:02,Grapeee,Recommendations,GNU C++17,1315,D,1315D
72526237,2020/03/05 19:27,Grapeee,KuroniandthePunishment,GNU C++17,1305,F,1305F
72535432,2020/03/05 22:14,sepsa.m,CommonDivisors,GNU C++17,1203,C,1203C
72540036,2020/03/06 00:06,Raneem.Alhassan,Dominopiling,GNU C++11,50,A,50A
72542920,2020/03/06 01:54,Raneem.Alhassan,SoldierandBananas,GNU C++11,546,A,546A
72560274,2020/03/06 11:30,sepsa.m,DivisiblityofDifferences,GNU C++17,876,B,876B
72563542,2020/03/06 12:39,sepsa.m,Suits,GNU C++17,1271,A,1271A
72574690,2020/03/06 16:04,sepsa.m,EvenButNotEven,GNU C++17,1291,A,1291A
72576011,2020/03/06 16:23,sepsa.m,LLPS,GNU C++17,202,A,202A
72577779,2020/03/06 16:49,samer_orfali,KuroniandtheGifts,GNU C++14,1305,A,1305A
72577851,2020/03/06 16:50,samer_orfali,KuroniandImpossibleCalculation,GNU C++14,1305,C,1305C
72577805,2020/03/06 16:50,samer_orfali,KuroniandSimpleStrings,GNU C++14,1305,B,1305B
72579250,2020/03/06 17:11,samer_orfali,KuroniandtheCelebration,GNU C++14,1305,D,1305D
72581534,2020/03/06 17:47,samer_orfali,KuroniandtheScoreDistribution,GNU C++14,1305,E,1305E
72581886,2020/03/06 17:53,sepsa.m,TavasandSaDDas,GNU C++17,535,B,535B
72584589,2020/03/06 18:37,sepsa.m,LuckyNumbers(easy),GNU C++17,96,B,96B
72585234,2020/03/06 18:47,RamaRehawi,Insomniacure,GNU C++17,148,A,148A
72594447,2020/03/06 21:07,Bsher,BeautifulGraph,GNU C++11,1093,D,1093D
72599211,2020/03/06 22:21,SaeedSabbagh,WorldofDarkraft:BattleforAzathoth,GNU C++14,1321,E,1321E
72606791,2020/03/07 02:00,samer_orfali,CGCDSSQ,GNU C++14,475,D,475D
72607177,2020/03/07 02:21,samer_orfali,MaximumofMaximumsofMinimums,GNU C++14,872,B,872B
72607306,2020/03/07 02:28,RamaRehawi,CuttingOut,GNU C++17,1077,D,1077D
72609698,2020/03/07 04:54,RamaRehawi,KuroniandImpossibleCalculation,GNU C++17,1305,C,1305C
72620933,2020/03/07 10:25,sepsa.m,RaisingBacteria,GNU C++17,579,A,579A
72623307,2020/03/07 11:08,sepsa.m,ValuedKeys,GNU C++17,801,B,801B
72636110,2020/03/07 12:56,RedNextCentury,AttractiveFlowers,GNU C++17,102443,A,102443A
72636551,2020/03/07 12:58,abdalkader-s,AttractiveFlowers,GNU C++11,102443,A,102443A
72636551,2020/03/07 12:58,SaeedSabbagh,AttractiveFlowers,GNU C++11,102443,A,102443A
72636551,2020/03/07 12:58,Bsher,AttractiveFlowers,GNU C++11,102443,A,102443A
72638140,2020/03/07 13:03,Grapeee,AttractiveFlowers,GNU C++17,102443,A,102443A
72638764,2020/03/07 13:06,Grapeee,Dates,GNU C++17,102443,I,102443I
72639136,2020/03/07 13:07,RedNextCentury,Isoscelestriangles,GNU C++14,102443,F,102443F
72639515,2020/03/07 13:09,SaeedSabbagh,Dates,GNU C++11,102443,I,102443I
72639515,2020/03/07 13:09,abdalkader-s,Dates,GNU C++11,102443,I,102443I
72639515,2020/03/07 13:09,Bsher,Dates,GNU C++11,102443,I,102443I
72641942,2020/03/07 13:18,SaeedSabbagh,Isoscelestriangles,GNU C++11,102443,F,102443F
72641942,2020/03/07 13:18,abdalkader-s,Isoscelestriangles,GNU C++11,102443,F,102443F
72641942,2020/03/07 13:18,Bsher,Isoscelestriangles,GNU C++11,102443,F,102443F
72643741,2020/03/07 13:25,Grapeee,Isoscelestriangles,GNU C++17,102443,F,102443F
72649523,2020/03/07 13:49,RedNextCentury,BlockingtheView,GNU C++17,102443,B,102443B
72653265,2020/03/07 14:07,samer_orfali,NewYearandArbitraryArrangement,GNU C++14,908,D,908D
72655323,2020/03/07 14:17,sepsa.m,Chloeandthesequence,GNU C++17,743,B,743B
72658955,2020/03/07 14:34,Bsher,BlockingtheView,GNU C++11,102443,B,102443B
72658955,2020/03/07 14:34,SaeedSabbagh,BlockingtheView,GNU C++11,102443,B,102443B
72658955,2020/03/07 14:34,abdalkader-s,BlockingtheView,GNU C++11,102443,B,102443B
72660663,2020/03/07 15:15,Grapeee,PlanetNine,GNU C++17,102443,H,102443H
72662707,2020/03/07 15:45,Bsher,PlanetNine,GNU C++11,102443,H,102443H
72662707,2020/03/07 15:45,SaeedSabbagh,PlanetNine,GNU C++11,102443,H,102443H
72662707,2020/03/07 15:45,abdalkader-s,PlanetNine,GNU C++11,102443,H,102443H
72663465,2020/03/07 15:56,RedNextCentury,PlanetNine,GNU C++17,102443,H,102443H
72664309,2020/03/07 16:08,Grapeee,BlockingtheView,GNU C++17,102443,B,102443B
72668874,2020/03/07 17:15,samer_orfali,LongestRegularBracketSequence,GNU C++14,5,C,5C
72676378,2020/03/07 19:25,samer_orfali,TurnOffTheTV,GNU C++17,863,E,863E
72686457,2020/03/07 22:10,Grapeee,kFactorization,GNU C++17,797,A,797A
72698927,2020/03/08 05:21,Brre.Hemo,MultiplicationTable,GNU C++17,577,A,577A
72700689,2020/03/08 06:33,SaeedSabbagh,EvenSubsetSumProblem,GNU C++14,1323,A,1323A
72701056,2020/03/08 06:47,SaeedSabbagh,CountSubrectangles,GNU C++14,1323,B,1323B
72701530,2020/03/08 07:04,SaeedSabbagh,UnusualCompetitions,GNU C++14,1323,C,1323C
72708021,2020/03/08 09:34,SaeedSabbagh,Present,GNU C++14,1323,D,1323D
72730207,2020/03/08 16:05,SaeedSabbagh,RidinginaLift,GNU C++14,479,E,479E
72732500,2020/03/08 16:43,SaeedSabbagh,LongJumps,GNU C++14,479,D,479D
72739551,2020/03/08 18:55,Bsher,RidinginaLift,GNU C++11,479,E,479E
72748143,2020/03/08 21:31,Bsher,HanoiFactory,GNU C++11,777,E,777E
72754185,2020/03/08 23:55,SaeedSabbagh,NewYearandAncientProphecy,GNU C++14,611,D,611D
72757050,2020/03/09 01:49,Bsher,NumberofComponents,GNU C++11,1151,E,1151E
72763088,2020/03/09 07:09,SaeedSabbagh,GradeAllocation,GNU C++14,1316,A,1316A
72763339,2020/03/09 07:20,SaeedSabbagh,StringModification,GNU C++14,1316,B,1316B
72763480,2020/03/09 07:27,SaeedSabbagh,PrimitivePrimes,GNU C++14,1316,C,1316C
72765091,2020/03/09 08:26,SaeedSabbagh,NashMatrix,GNU C++14,1316,D,1316D
72771855,2020/03/09 11:17,sepsa.m,BadPrices,GNU C++17,1213,B,1213B
72773113,2020/03/09 11:46,sepsa.m,SecretCombination,GNU C++17,496,B,496B
72774378,2020/03/09 12:11,sepsa.m,Badge,GNU C++17,1020,B,1020B
72782628,2020/03/09 14:48,SaeedSabbagh,TeamBuilding,GNU C++14,1316,E,1316E
72788455,2020/03/09 16:31,Grapeee,EvenSubsetSumProblem,GNU C++17,1323,A,1323A
72792196,2020/03/09 17:36,Bsher,TwoRegularPolygons,GNU C++11,1312,A,1312A
72792263,2020/03/09 17:36,Grapeee,TwoRegularPolygons,GNU C++17,1312,A,1312A
72793667,2020/03/09 17:37,SaeedSabbagh,TwoRegularPolygons,GNU C++14,1312,A,1312A
72796702,2020/03/09 17:39,Grapeee,Bogosort,GNU C++17,1312,B,1312B
72797722,2020/03/09 17:40,Bsher,Bogosort,GNU C++11,1312,B,1312B
72798824,2020/03/09 17:41,SaeedSabbagh,Bogosort,GNU C++14,1312,B,1312B
72807358,2020/03/09 17:51,Bsher,AddingPowers,GNU C++11,1312,C,1312C
72808145,2020/03/09 17:53,Grapeee,AddingPowers,GNU C++17,1312,C,1312C
72810404,2020/03/09 17:57,SaeedSabbagh,AddingPowers,GNU C++14,1312,C,1312C
72814028,2020/03/09 18:05,RamaRehawi,Bogosort,GNU C++17,1312,B,1312B
72816439,2020/03/09 18:11,Brre.Hemo,TwoRegularPolygons,GNU C++17,1312,A,1312A
72825413,2020/03/09 18:39,SaeedSabbagh,CounttheArrays,GNU C++14,1312,D,1312D
72827105,2020/03/09 18:46,Brre.Hemo,Bogosort,GNU C++17,1312,B,1312B
72830080,2020/03/09 18:58,RamaRehawi,TwoRegularPolygons,GNU C++17,1312,A,1312A
72836864,2020/03/09 19:28,Grapeee,CounttheArrays,GNU C++17,1312,D,1312D
72852975,2020/03/09 22:55,abdalkader-s,TwoRegularPolygons,GNU C++14,1312,A,1312A
72853279,2020/03/09 23:00,abdalkader-s,Bogosort,GNU C++14,1312,B,1312B
72854496,2020/03/09 23:27,abdalkader-s,AddingPowers,GNU C++14,1312,C,1312C
72861846,2020/03/10 04:07,samer_orfali,TwoRegularPolygons,GNU C++17,1312,A,1312A
72861865,2020/03/10 04:08,samer_orfali,Bogosort,GNU C++17,1312,B,1312B
72862578,2020/03/10 04:40,samer_orfali,AddingPowers,GNU C++17,1312,C,1312C
72867978,2020/03/10 07:42,SaeedSabbagh,ASimpleTask,GNU C++14,11,D,11D
72920027,2020/03/10 23:47,Bsher,ArrayShrinking,GNU C++11,1312,E,1312E
72920636,2020/03/11 00:04,Bsher,CounttheArrays,GNU C++11,1312,D,1312D
72929578,2020/03/11 06:45,SaeedSabbagh,ArrayShrinking,GNU C++14,1312,E,1312E
72950760,2020/03/11 14:45,Grapeee,ArrayShrinking,GNU C++17,1312,E,1312E
72968331,2020/03/11 19:03,sepsa.m,IceSkating,GNU C++17,217,A,217A
72985015,2020/03/12 00:07,Brre.Hemo,Hotelier,GNU C++17,1200,A,1200A
72988173,2020/03/12 02:01,Brre.Hemo,AngryStudents,GNU C++17,1287,A,1287A
73026025,2020/03/12 16:11,Diab,VanyaandCubes,GNU C++17,492,A,492A
73038507,2020/03/12 16:29,AhmadShahal,YetAnotherTetrisProblem,GNU C++14,1324,A,1324A
73088208,2020/03/12 19:22,Grapeee,YetAnotherTetrisProblem,GNU C++17,1324,A,1324A
73088451,2020/03/12 19:26,Grapeee,YetAnotherPalindromeProblem,GNU C++17,1324,B,1324B
73088813,2020/03/12 19:31,Grapeee,FrogJumps,GNU C++17,1324,C,1324C
73089750,2020/03/12 19:45,Grapeee,PairofTopics,GNU C++17,1324,D,1324D
73090354,2020/03/12 19:54,Raneem.Alhassan,Metro,GNU C++11,1055,A,1055A
73090455,2020/03/12 19:55,Grapeee,SleepingSchedule,GNU C++17,1324,E,1324E
73090660,2020/03/12 19:58,Bsher,AlmostRegularBracketSequence,GNU C++11,1095,E,1095E
73095197,2020/03/12 21:00,Bsher,MakeItConnected,GNU C++11,1095,F,1095F
73095437,2020/03/12 21:03,Bsher,RepeatingCipher,GNU C++11,1095,A,1095A
73095728,2020/03/12 21:08,Bsher,ArrayStabilization,GNU C++11,1095,B,1095B
73097590,2020/03/12 21:38,Grapeee,MaximumWhiteSubtree,GNU C++17,1324,F,1324F
73099263,2020/03/12 22:06,Bsher,SuitandTie,GNU C++11,996,D,996D
73106421,2020/03/13 00:39,Bsher,StarsDrawing(HardEdition),GNU C++11,1015,E2,1015E2
73106491,2020/03/13 00:41,Bsher,StarsDrawing(EasyEdition),GNU C++11,1015,E1,1015E1
73107271,2020/03/13 01:05,Bsher,ObtainingtheString,GNU C++11,1015,B,1015B
73108029,2020/03/13 01:29,Bsher,SongsCompression,GNU C++11,1015,C,1015C
73143413,2020/03/13 17:07,samer_orfali,AnalysisofPathesinFunctionalGraph,GNU C++17,702,E,702E
73143558,2020/03/13 17:09,Raneem.Alhassan,NewYearTransportation,GNU C++11,500,A,500A
73149982,2020/03/13 18:31,sepsa.m,Party,GNU C++17,115,A,115A
73152671,2020/03/13 19:06,Bsher,PaintTree,GNU C++11,196,C,196C
73158062,2020/03/13 20:14,RedNextCentury,SleepingSchedule,GNU C++17,1324,E,1324E
73174144,2020/03/14 00:11,samer_orfali,FoolsandRoads,GNU C++17,192,E,192E
73179740,2020/03/14 04:05,samer_orfali,Timofeyandatree,GNU C++17,764,C,764C
73180043,2020/03/14 04:21,samer_orfali,AddonaTree,GNU C++17,1189,D1,1189D1
73216878,2020/03/14 16:20,samer_orfali,Suminthetree,GNU C++17,1099,D,1099D
73219357,2020/03/14 16:52,SaeedSabbagh,InverseColoring,GNU C++14,1027,E,1027E
73221219,2020/03/14 17:20,Raneem.Alhassan,TwoButtons,GNU C++11,520,B,520B
73222614,2020/03/14 17:36,sepsa.m,TwoButtons,GNU C++17,520,B,520B
73229444,2020/03/14 17:42,Bsher,CopyCopyCopyCopyCopy,GNU C++11,1325,B,1325B
73229120,2020/03/14 17:42,abdalkader-s,EhAbAnDgCd,GNU C++14,1325,A,1325A
73229878,2020/03/14 17:43,Bsher,EhAbAnDgCd,GNU C++11,1325,A,1325A
73230555,2020/03/14 17:43,SaeedSabbagh,EhAbAnDgCd,GNU C++14,1325,A,1325A
73233762,2020/03/14 17:47,SaeedSabbagh,CopyCopyCopyCopyCopy,GNU C++14,1325,B,1325B
73233485,2020/03/14 17:47,abdalkader-s,CopyCopyCopyCopyCopy,GNU C++14,1325,B,1325B
73241661,2020/03/14 18:01,Bsher,EhabandPatheticMEXs,GNU C++11,1325,C,1325C
73247921,2020/03/14 18:17,sepsa.m,MahmoudandEhabandthebipartiteness,GNU C++17,862,B,862B
73250929,2020/03/14 18:25,Bsher,EhabtheXorcist,GNU C++11,1325,D,1325D
73250984,2020/03/14 18:26,abdalkader-s,EhabandPatheticMEXs,GNU C++14,1325,C,1325C
73254602,2020/03/14 18:36,SaeedSabbagh,EhabandPatheticMEXs,GNU C++14,1325,C,1325C
73273679,2020/03/14 19:58,sepsa.m,FridgeLockers,GNU C++17,1255,B,1255B
73276536,2020/03/14 21:09,Grapeee,EhabandPatheticMEXs,GNU C++17,1325,C,1325C
73276692,2020/03/14 21:10,Grapeee,EhabtheXorcist,GNU C++17,1325,D,1325D
73276779,2020/03/14 21:10,Grapeee,CopyCopyCopyCopyCopy,GNU C++17,1325,B,1325B
73276867,2020/03/14 21:11,Grapeee,EhAbAnDgCd,GNU C++17,1325,A,1325A
73281260,2020/03/14 21:57,samer_orfali,EhAbAnDgCd,GNU C++17,1325,A,1325A
73281312,2020/03/14 21:58,samer_orfali,EhabandPatheticMEXs,GNU C++17,1325,C,1325C
73281288,2020/03/14 21:58,samer_orfali,CopyCopyCopyCopyCopy,GNU C++17,1325,B,1325B
73281341,2020/03/14 21:58,samer_orfali,EhabtheXorcist,GNU C++17,1325,D,1325D
73286548,2020/03/14 23:24,SaeedSabbagh,EhabtheXorcist,GNU C++14,1325,D,1325D
73293321,2020/03/15 02:38,samer_orfali,Bertownroads,GNU C++17,118,E,118E
73295160,2020/03/15 03:58,samer_orfali,Ehab'sLastTheorem,GNU C++17,1325,F,1325F
73298019,2020/03/15 05:41,Raneem.Alhassan,VanyaandLanterns,GNU C++11,492,B,492B
73320906,2020/03/15 12:34,sepsa.m,Rumor,GNU C++17,893,C,893C
73322702,2020/03/15 13:01,Bsher,InverseColoring,GNU C++11,1027,E,1027E
73323929,2020/03/15 13:18,Bsher,GameofStones,GNU C++11,768,E,768E
73325940,2020/03/15 13:46,Bsher,AlexOrigamiSquares,GNU C++11,100801,A,100801A
73325940,2020/03/15 13:46,SaeedSabbagh,AlexOrigamiSquares,GNU C++11,100801,A,100801A
73327101,2020/03/15 14:02,SaeedSabbagh,LuckyChances,GNU C++11,100801,L,100801L
73327101,2020/03/15 14:02,Bsher,LuckyChances,GNU C++11,100801,L,100801L
73329439,2020/03/15 14:34,Bsher,EasyArithmetic,GNU C++11,100801,E,100801E
73329439,2020/03/15 14:34,SaeedSabbagh,EasyArithmetic,GNU C++11,100801,E,100801E
73329946,2020/03/15 14:41,Bsher,Concatenation,GNU C++14,100801,C,100801C
73329946,2020/03/15 14:41,SaeedSabbagh,Concatenation,GNU C++14,100801,C,100801C
73331560,2020/03/15 15:02,Bsher,BlackandWhite,GNU C++11,100801,B,100801B
73331560,2020/03/15 15:02,SaeedSabbagh,BlackandWhite,GNU C++11,100801,B,100801B
73333794,2020/03/15 15:31,Raneem.Alhassan,CalculatingFunction,GNU C++11,486,A,486A
73337308,2020/03/15 16:16,sepsa.m,FireAgain,GNU C++17,35,C,35C
73337702,2020/03/15 16:21,Raneem.Alhassan,RegistrationSystem,GNU C++11,4,C,4C
73342620,2020/03/15 17:25,SaeedSabbagh,"Journeytothe""TheWorld'sStart""",GNU C++11,100801,J,100801J
73342620,2020/03/15 17:25,Bsher,"Journeytothe""TheWorld'sStart""",GNU C++11,100801,J,100801J
73345730,2020/03/15 18:04,sepsa.m,KefaandPark,GNU C++17,580,C,580C
73347608,2020/03/15 18:31,sepsa.m,Cut'emall!,GNU C++17,982,C,982C
73370962,2020/03/16 01:11,SaeedSabbagh,GameofStones,GNU C++14,768,E,768E
73418073,2020/03/16 18:12,RedNextCentury,IntercityTravelling,GNU C++17,1009,E,1009E
73418830,2020/03/16 18:23,RedNextCentury,MedianonSegments(PermutationsEdition),GNU C++17,1005,E1,1005E1
73423009,2020/03/16 19:16,Grapeee,LuckyChances,GNU C++11,100801,L,100801L
73424667,2020/03/16 19:40,Grapeee,AlexOrigamiSquares,GNU C++17,100801,A,100801A
73424951,2020/03/16 19:44,Grapeee,EasyArithmetic,GNU C++11,100801,E,100801E
73427243,2020/03/16 20:15,Grapeee,BlackandWhite,GNU C++17,100801,B,100801B
73429822,2020/03/16 20:50,Grapeee,Concatenation,GNU C++11,100801,C,100801C
73430243,2020/03/16 20:56,Grapeee,HashCodeHacker,GNU C++17,100801,H,100801H
73439117,2020/03/16 23:26,Grapeee,"Journeytothe""TheWorld'sStart""",GNU C++11,100801,J,100801J
73443088,2020/03/17 01:10,RamaRehawi,Metro,GNU C++17,1055,A,1055A
73496670,2020/03/17 17:51,sepsa.m,YetAnotherTetrisProblem,GNU C++17,1324,A,1324A
73498933,2020/03/17 18:17,sepsa.m,YetAnotherPalindromeProblem,GNU C++17,1324,B,1324B
73500277,2020/03/17 18:32,SaeedSabbagh,OldChessSets,GNU C++11,101124,C,101124C
73500277,2020/03/17 18:32,abdalkader-s,OldChessSets,GNU C++11,101124,C,101124C
73500277,2020/03/17 18:32,Bsher,OldChessSets,GNU C++11,101124,C,101124C
73501001,2020/03/17 18:41,abdalkader-s,Amultiplicationgame,GNU C++14,101124,M,101124M
73501001,2020/03/17 18:41,SaeedSabbagh,Amultiplicationgame,GNU C++14,101124,M,101124M
73501001,2020/03/17 18:41,Bsher,Amultiplicationgame,GNU C++14,101124,M,101124M
73503545,2020/03/17 19:11,Bsher,AverageSpeed,GNU C++11,101124,K,101124K
73503545,2020/03/17 19:11,abdalkader-s,AverageSpeed,GNU C++11,101124,K,101124K
73503545,2020/03/17 19:11,SaeedSabbagh,AverageSpeed,GNU C++11,101124,K,101124K
73506945,2020/03/17 19:50,SaeedSabbagh,Kids'Play,GNU C++14,101124,H,101124H
73506945,2020/03/17 19:50,abdalkader-s,Kids'Play,GNU C++14,101124,H,101124H
73506945,2020/03/17 19:50,Bsher,Kids'Play,GNU C++14,101124,H,101124H
73508463,2020/03/17 20:07,Raneem.Alhassan,CutRibbon,GNU C++11,189,A,189A
73508904,2020/03/17 20:12,SaeedSabbagh,Subway,GNU C++11,101124,L,101124L
73508904,2020/03/17 20:12,abdalkader-s,Subway,GNU C++11,101124,L,101124L
73508904,2020/03/17 20:12,Bsher,Subway,GNU C++11,101124,L,101124L
73517073,2020/03/17 21:47,Brre.Hemo,CardGame,GNU C++17,1270,A,1270A
73518066,2020/03/17 22:00,Brre.Hemo,Makeatriangle!,GNU C++17,1064,A,1064A
73519976,2020/03/17 22:29,Brre.Hemo,DiceRolling,GNU C++17,1093,A,1093A
73520676,2020/03/17 22:40,Bsher,OddFactor(64MBML!),GNU C++11,101124,I,101124I
73520676,2020/03/17 22:40,abdalkader-s,OddFactor(64MBML!),GNU C++11,101124,I,101124I
73520676,2020/03/17 22:40,SaeedSabbagh,OddFactor(64MBML!),GNU C++11,101124,I,101124I
73525307,2020/03/18 00:16,Brre.Hemo,DiverseStrings,GNU C++17,1144,A,1144A
73540175,2020/03/18 08:27,SaeedSabbagh,YetAnotherTetrisProblem,GNU C++14,1324,A,1324A
73540382,2020/03/18 08:31,SaeedSabbagh,YetAnotherPalindromeProblem,GNU C++14,1324,B,1324B
73541395,2020/03/18 08:51,SaeedSabbagh,FrogJumps,GNU C++14,1324,C,1324C
73542269,2020/03/18 09:07,SaeedSabbagh,PairofTopics,GNU C++14,1324,D,1324D
73542788,2020/03/18 09:16,SaeedSabbagh,SleepingSchedule,GNU C++14,1324,E,1324E
73543785,2020/03/18 09:31,SaeedSabbagh,MaximumWhiteSubtree,GNU C++14,1324,F,1324F
73556350,2020/03/18 12:38,sepsa.m,TwoRivalStudents,GNU C++17,1257,A,1257A
73557548,2020/03/18 12:54,sepsa.m,Worms,GNU C++17,474,B,474B
73562208,2020/03/18 14:01,sepsa.m,PerfectPair,GNU C++17,318,C,318C
73566151,2020/03/18 14:53,sepsa.m,TrickySum,GNU C++17,598,A,598A
73567256,2020/03/18 15:07,3bdo_Farah,Dragons,GNU C++14,230,A,230A
73573642,2020/03/18 16:22,sepsa.m,SquareFilling,GNU C++17,1207,B,1207B
73576556,2020/03/18 16:56,sepsa.m,BookReading,GNU C++17,1213,C,1213C
73578443,2020/03/18 17:17,sepsa.m,BeforeanExam,GNU C++17,4,B,4B
73583205,2020/03/18 18:14,sepsa.m,Friends,GNU C++17,94,B,94B
73587042,2020/03/18 18:59,samer_orfali,Cactus,GNU C++17,231,E,231E
73665453,2020/03/19 17:41,Grapeee,BadUglyNumbers,GNU C++17,1326,A,1326A
73667978,2020/03/19 17:43,SaeedSabbagh,BadUglyNumbers,GNU C++14,1326,A,1326A
73671793,2020/03/19 17:47,abdalkader-s,Maximums,GNU C++14,1326,B,1326B
73677346,2020/03/19 17:54,Grapeee,Maximums,GNU C++17,1326,B,1326B
73678567,2020/03/19 17:55,SaeedSabbagh,Maximums,GNU C++14,1326,B,1326B
73688244,2020/03/19 18:11,SaeedSabbagh,PermutationPartitions,GNU C++14,1326,C,1326C
73691072,2020/03/19 18:16,abdalkader-s,PermutationPartitions,GNU C++14,1326,C,1326C
73694508,2020/03/19 18:23,Grapeee,PermutationPartitions,GNU C++17,1326,C,1326C
73714695,2020/03/19 19:10,Grapeee,PrefixSuffixPalindrome(Easyversion),GNU C++17,1326,D1,1326D1
73715566,2020/03/19 19:13,SaeedSabbagh,PrefixSuffixPalindrome(Easyversion),GNU C++14,1326,D1,1326D1
73719375,2020/03/19 19:23,Grapeee,PrefixSuffixPalindrome(Hardversion),GNU C++17,1326,D2,1326D2
73744091,2020/03/20 00:36,SaeedSabbagh,PrefixSuffixPalindrome(Hardversion),GNU C++14,1326,D2,1326D2
73796038,2020/03/20 16:22,samer_orfali,BadUglyNumbers,GNU C++17,1326,A,1326A
73796139,2020/03/20 16:23,samer_orfali,Maximums,GNU C++17,1326,B,1326B
73796295,2020/03/20 16:24,samer_orfali,PermutationPartitions,GNU C++17,1326,C,1326C
73796752,2020/03/20 16:29,sepsa.m,Clothes,GNU C++17,102,A,102A
73797425,2020/03/20 16:37,samer_orfali,PrefixSuffixPalindrome(Hardversion),GNU C++17,1326,D2,1326D2
73797414,2020/03/20 16:37,samer_orfali,PrefixSuffixPalindrome(Easyversion),GNU C++17,1326,D1,1326D1
73798848,2020/03/20 16:54,sepsa.m,SumofDigits,GNU C++17,102,B,102B
73803471,2020/03/20 17:51,sepsa.m,Homework,GNU C++17,102,C,102C
73805610,2020/03/20 18:17,Bsher,MonotonicRenumeration,GNU C++11,1102,E,1102E
73807640,2020/03/20 18:40,samer_orfali,WattoandMechanism,GNU C++17,514,C,514C
73819952,2020/03/20 21:04,sepsa.m,Blackjack,GNU C++17,104,A,104A
73820156,2020/03/20 21:06,sepsa.m,TestingPantsforSadness,GNU C++17,104,B,104B
73821554,2020/03/20 21:18,Bsher,ElongatedMatrix,GNU C++11,1102,F,1102F
73823393,2020/03/20 21:36,sepsa.m,EhAbAnDgCd,GNU C++17,1325,A,1325A
73826683,2020/03/20 22:12,abdalkader-s,VasyatheHipster,GNU C++14,581,A,581A
73827134,2020/03/20 22:17,abdalkader-s,LuxuriousHouses,GNU C++14,581,B,581B
73827658,2020/03/20 22:23,RedNextCentury,MissPunyverse,GNU C++17,1280,D,1280D
73828021,2020/03/20 22:28,abdalkader-s,DevelopingSkills,GNU C++14,581,C,581C
73829345,2020/03/20 22:45,SaeedSabbagh,LuxuriousHouses,GNU C++14,581,B,581B
73829501,2020/03/20 22:47,samer_orfali,Vasiliy'sMultiset,GNU C++17,706,D,706D
73830658,2020/03/20 23:03,SaeedSabbagh,DevelopingSkills,GNU C++14,581,C,581C
73833155,2020/03/20 23:39,SaeedSabbagh,ThreeLogos,GNU C++14,581,D,581D
73834602,2020/03/21 00:04,abdalkader-s,ThreeLogos,GNU C++14,581,D,581D
73838232,2020/03/21 01:32,SaeedSabbagh,ZublicanesandMumocrates,GNU C++14,581,F,581F
73893677,2020/03/21 17:07,sepsa.m,RestoringPermutation,GNU C++17,1315,C,1315C
73907142,2020/03/21 19:58,SaeedSabbagh,King'sInspection,GNU C++11,102396,A,102396A
73907142,2020/03/21 19:58,Bsher,King'sInspection,GNU C++11,102396,A,102396A
73907501,2020/03/21 20:03,RedNextCentury,King'sInspection,GNU C++17,102396,A,102396A
73907914,2020/03/21 20:09,RedNextCentury,CashGap,GNU C++17,102396,B,102396B
73907960,2020/03/21 20:10,SaeedSabbagh,CashGap,GNU C++11,102396,B,102396B
73907960,2020/03/21 20:10,Bsher,CashGap,GNU C++11,102396,B,102396B
73908127,2020/03/21 20:14,RedNextCentury,MagicTrick,GNU C++17,102396,I,102396I
73908422,2020/03/21 20:19,RedNextCentury,CheckingAnswerstoTest,GNU C++17,102396,H,102396H
73909164,2020/03/21 20:34,RedNextCentury,JetTrains,GNU C++17,102396,C,102396C
73912293,2020/03/21 21:52,samer_orfali,ChoosingTheCommander,GNU C++17,817,E,817E
73913790,2020/03/21 22:35,Bsher,CheckingAnswerstoTest,GNU C++11,102396,H,102396H
73913790,2020/03/21 22:35,SaeedSabbagh,CheckingAnswerstoTest,GNU C++11,102396,H,102396H
73913827,2020/03/21 22:36,SaeedSabbagh,MagicTrick,GNU C++11,102396,I,102396I
73913827,2020/03/21 22:36,Bsher,MagicTrick,GNU C++11,102396,I,102396I
73914578,2020/03/21 22:51,Bsher,Metro2345,GNU C++11,102396,F,102396F
73914578,2020/03/21 22:51,SaeedSabbagh,Metro2345,GNU C++11,102396,F,102396F
73914796,2020/03/21 22:55,RedNextCentury,Metro2345,GNU C++17,102396,F,102396F
73915076,2020/03/21 23:00,RedNextCentury,WeightOverflow,GNU C++17,102396,G,102396G
73915432,2020/03/21 23:06,RedNextCentury,UniqueSolution,GNU C++17,102396,E,102396E
73920027,2020/03/22 00:46,SaeedSabbagh,WeightOverflow,GNU C++11,102396,G,102396G
73920027,2020/03/22 00:46,Bsher,WeightOverflow,GNU C++11,102396,G,102396G
73923582,2020/03/22 03:02,Raneem.Alhassan,Tprimes,GNU C++11,230,B,230B
73956622,2020/03/22 14:34,RedNextCentury,LoadTesting,GNU C++17,847,H,847H
73957691,2020/03/22 14:50,RedNextCentury,ToAddorNottoAdd,GNU C++17,231,C,231C
73963000,2020/03/22 16:08,sepsa.m,Maze,GNU C++17,378,C,378C
73964318,2020/03/22 16:26,sepsa.m,QueueattheSchool,GNU C++17,266,B,266B
