#,When,Who,Problem_name,Lang,Number,Character
9261953,Dec/25/2014 01:31,RedNextCentury,Roads in Berland,GNU C++,25,C
9307360,Dec/30/2014 18:07,RedNextCentury,New Year Transportation,GNU C++,500,A
9311157,Dec/30/2014 18:20,RedNextCentury,New Year Permutation,GNU C++,500,B
9317795,Dec/30/2014 19:06,RedNextCentury,New Year Book Reading,GNU C++,500,C
9334554,Dec/31/2014 20:05,RedNextCentury,Petr#,GNU C++0x,113,B
9334556,Dec/31/2014 20:06,RedNextCentury,Petr#,GNU C++0x,113,B
9349339,Jan/03/2015 02:42,RedNextCentury,Lawnmower,GNU C++0x,115,B
9356047,Jan/04/2015 00:13,RedNextCentury,Lucky Sum,GNU C++0x,121,A
9379336,Jan/07/2015 16:33,RedNextCentury,Hot Bath,GNU C++0x,126,A
9485120,Jan/20/2015 17:05,RedNextCentury,Unbearable Controversy of Being,GNU C++0x,489,D
9491528,Jan/21/2015 13:56,RedNextCentury,Checkposts,GNU C++0x,427,C
9501733,Jan/22/2015 15:02,RedNextCentury,Mr. Kitayuta's Colorful Graph,GNU C++0x,505,B
9515396,Jan/23/2015 19:05,RedNextCentury,Amr and Music,GNU C++0x,507,A
9521237,Jan/23/2015 19:39,RedNextCentury,Guess Your Way Out!,GNU C++0x,507,C
9523354,Jan/23/2015 19:56,RedNextCentury,Amr and Pins,GNU C++0x,507,B
9538921,Jan/24/2015 17:05,RedNextCentury,Restore Graph,GNU C++0x,404,C
9592432,Jan/27/2015 22:21,RedNextCentury,Pasha and Pixels,GNU C++0x,508,A
9592616,Jan/27/2015 22:27,RedNextCentury,Anton and currency you all know,GNU C++0x,508,B
9640528,Jan/31/2015 15:02,RedNextCentury,Maximum in Table,GNU C++0x,509,A
9645230,Jan/31/2015 15:35,RedNextCentury,Painting Pebbles,GNU C++0x,509,B
9691931,Feb/02/2015 23:29,RedNextCentury,Fox And Names,GNU C++0x,512,A
9750583,Feb/07/2015 20:24,RedNextCentury,Permutations,GNU C++0x,513,B1
9751846,Feb/07/2015 20:37,RedNextCentury,Game,GNU C++0x,513,A
9759661,Feb/07/2015 21:58,RedNextCentury,Permutations,GNU C++0x,513,B2
9763054,Feb/07/2015 22:47,RedNextCentury,Inversions problem,GNU C++0x,513,G1
9780735,Feb/09/2015 17:23,RedNextCentury,Statues,GNU C++0x,128,A
9783797,Feb/09/2015 23:26,RedNextCentury,Replacement,GNU C++0x,135,A
9802804,Feb/11/2015 23:50,RedNextCentury,Digits Permutations,GNU C++0x,138,B
9963160,Feb/22/2015 23:30,RedNextCentury,Cubical Planet,GNU C++0x,39,D
9985230,Feb/24/2015 19:44,RedNextCentury,Tanya and Postcard,GNU C++0x,518,B
9989473,Feb/24/2015 20:04,RedNextCentury,Vitaly and Strings,GNU C++0x,518,A
9996277,Feb/24/2015 20:42,RedNextCentury,Anya and Smartphone,GNU C++0x,518,C
10025640,Feb/26/2015 00:14,RedNextCentury,Arthur and Questions,GNU C++0x,518,E
10047388,Feb/27/2015 15:08,RedNextCentury,Lemmings,GNU C++0x,163,B
10070591,Feb/28/2015 16:30,RedNextCentury,A and B and Compilation Errors,GNU C++0x,519,B
10071334,Feb/28/2015 16:34,RedNextCentury,A and B and Team Training,GNU C++0x,519,C
10075080,Feb/28/2015 16:57,RedNextCentury,A and B and Interesting Substrings,GNU C++0x,519,D
10076449,Feb/28/2015 17:07,RedNextCentury,A and B and Chess,GNU C++0x,519,A
10100535,Mar/01/2015 22:34,RedNextCentury,Segments,GNU C++0x,22,D
10170062,Mar/05/2015 23:09,RedNextCentury,Little Elephant and Cards,GNU C++0x,204,B
10248052,Mar/12/2015 16:56,RedNextCentury,Fools and Roads,GNU C++0x,191,C
10316366,Mar/17/2015 20:11,RedNextCentury,Glass Carving,GNU C++0x,528,A
10385409,Mar/21/2015 20:18,RedNextCentury,The Art of Dealing with ATM,GNU C++,529,E
10386538,Mar/21/2015 21:08,RedNextCentury,Group Photo 2 (online mirror version),GNU C++,529,B
10413571,Mar/23/2015 21:45,RedNextCentury,Flowers,GNU C++,474,D
10413895,Mar/23/2015 22:34,RedNextCentury,Xor tree,GNU C++,429,A
10413899,Mar/23/2015 22:34,RedNextCentury,Fools and Roads,GNU C++,191,C
10426874,Mar/24/2015 23:20,RedNextCentury,Pashmak and Graph,GNU C++,459,E
10451995,Mar/25/2015 22:59,RedNextCentury,Cthulhu,GNU C++,103,B
10452017,Mar/25/2015 23:01,RedNextCentury,Subway,GNU C++,131,D
10479542,Mar/27/2015 00:53,RedNextCentury,Fox and Minimal path,GNU C++,388,B
10479736,Mar/27/2015 01:18,RedNextCentury,Mr. Kitayuta's Colorful Graph,GNU C++,505,B
10534689,Mar/31/2015 18:45,RedNextCentury,Design Tutorial: Inverse the Problem,GNU C++,472,D
10580002,Apr/04/2015 20:06,RedNextCentury,Om Nom and Dark Park,GNU C++,526,B
10590500,Apr/04/2015 21:45,RedNextCentury,King of Thieves,GNU C++,526,A
10669664,Apr/12/2015 19:07,RedNextCentury,Exam,GNU C++,534,A
10671515,Apr/12/2015 19:15,RedNextCentury,Covered Path,GNU C++,534,B
10684111,Apr/12/2015 21:20,RedNextCentury,Polycarpus' Dice,GNU C++,534,C
10694856,Apr/13/2015 17:09,RedNextCentury,Polycarpus' Dice,GNU C++,534,C
10715946,Apr/14/2015 20:44,RedNextCentury,Tavas and Karafs,GNU C++,536,A
10719547,Apr/14/2015 21:26,RedNextCentury,Tavas and Malekas,GNU C++,536,B
10875160,Apr/26/2015 19:05,RedNextCentury,Cutting Banner,GNU C++,538,A
10876707,Apr/26/2015 19:10,RedNextCentury,Quasi Binary,GNU C++,538,B
10885296,Apr/26/2015 19:54,RedNextCentury,Weird Chess,GNU C++,538,D
10923289,Apr/28/2015 23:06,RedNextCentury,Polo the Penguin and Trees,GNU C++,288,D
10923299,Apr/28/2015 23:07,RedNextCentury,Tourist's Notes,GNU C++,538,C
10972859,May/02/2015 12:50,RedNextCentury,Lucky Number Representation,GNU C++,354,E
11010706,May/06/2015 10:09,RedNextCentury,Treeland Tour,GNU C++11,490,F
11034344,May/07/2015 22:03,RedNextCentury,Destroying Roads,GNU C++11,543,B
11124540,May/17/2015 12:22,RedNextCentury,Fools and Foolproof Roads,GNU C++11,362,D
11353425,May/30/2015 09:36,RedNextCentury,Dijkstra?,GNU C++11,20,C
11418878,Jun/04/2015 19:42,RedNextCentury,Two Substrings,GNU C++11,550,A
11420870,Jun/04/2015 19:51,RedNextCentury,Preparing Olympiad,GNU C++11,550,B
11425146,Jun/04/2015 20:18,RedNextCentury,Divisibility by Eight,GNU C++11,550,C
11428236,Jun/04/2015 20:44,RedNextCentury,Regular Bridge,GNU C++11,550,D
11683212,Jun/20/2015 17:39,RedNextCentury,The Race,GNU C++11,48,C
11733954,Jun/24/2015 12:56,RedNextCentury,Two Envelopes,GNU C++11,100488,F
11734287,Jun/24/2015 13:22,RedNextCentury,Change making Problem,GNU C++11,100488,G
11734407,Jun/24/2015 13:32,RedNextCentury,Just Change a Word,GNU C++11,100488,E
11734711,Jun/24/2015 13:52,RedNextCentury,Toy Soldiers,GNU C++11,100488,D
11793318,Jun/27/2015 17:46,RedNextCentury,Case of Matryoshkas,MS C++,555,A
11801893,Jun/27/2015 18:46,RedNextCentury,Case of Fugitive,MS C++,555,B
11935165,Jul/05/2015 15:38,RedNextCentury,Bit++,GNU C++11,282,A
11936085,Jul/05/2015 16:57,RedNextCentury,Painting Eggs,GNU C++11,282,B
11936362,Jul/05/2015 17:27,RedNextCentury,XOR and OR,GNU C++11,282,C
11936553,Jul/05/2015 17:45,RedNextCentury,"Prizes, Prizes, more Prizes",GNU C++11,208,D
11944069,Jul/06/2015 11:05,RedNextCentury,Who Is The Winner,GNU C++11,100712,A
11944711,Jul/06/2015 11:44,RedNextCentury,Rock Paper Scissors,GNU C++11,100712,B
11944770,Jul/06/2015 11:47,RedNextCentury,Street Lamps,GNU C++11,100712,C
11944831,Jul/06/2015 11:51,RedNextCentury,Epic Professor,GNU C++11,100712,E
11948060,Jul/06/2015 15:45,RedNextCentury,Heavy Coins,GNU C++11,100712,G
11948081,Jul/06/2015 15:47,RedNextCentury,Candy,GNU C++11,100712,J
11948097,Jul/06/2015 15:48,RedNextCentury,Runtime Error,GNU C++11,100712,K
11949378,Jul/06/2015 17:34,RedNextCentury,Bahosain and Digits,GNU C++11,100712,I
11949814,Jul/06/2015 18:08,RedNextCentury,Travelling Salesman,GNU C++11,100712,F
11950042,Jul/06/2015 18:27,RedNextCentury,Bridges,GNU C++11,100712,H
11976791,Jul/08/2015 23:04,RedNextCentury,Many questions,GNU C++11,100703,L
11976852,Jul/08/2015 23:12,RedNextCentury,It's complicated,GNU C++11,100703,M
11977006,Jul/08/2015 23:32,RedNextCentury,Energy Saving,GNU C++11,100703,B
11977209,Jul/09/2015 00:01,RedNextCentury,Game of numbers,GNU C++11,100703,G
11977526,Jul/09/2015 00:48,RedNextCentury,Tea drinking,GNU C++11,100703,A
11978005,Jul/09/2015 01:52,RedNextCentury,Endeavor for perfection,GNU C++11,100703,I
11978241,Jul/09/2015 02:38,RedNextCentury,Game of words,GNU C++11,100703,F
11978473,Jul/09/2015 03:17,RedNextCentury,A lot of time,GNU C++11,100703,J
12017570,Jul/12/2015 13:17,RedNextCentury,Xenia and Bit Operations,GNU C++11,339,D
12017642,Jul/12/2015 13:26,RedNextCentury,Vasya and Chess,GNU C++11,493,D
12017684,Jul/12/2015 13:32,RedNextCentury,Multiplication Table,GNU C++11,448,D
12023591,Jul/13/2015 01:39,RedNextCentury,Caesar's Legions,GNU C++11,118,D
12029539,Jul/13/2015 16:04,RedNextCentury,Little Girl and Maximum XOR,GNU C++11,276,D
12030123,Jul/13/2015 17:01,RedNextCentury,Common Divisors,GNU C++11,182,D
12031009,Jul/13/2015 18:39,RedNextCentury,Magic Box,GNU C++11,231,D
12034469,Jul/14/2015 03:19,RedNextCentury,Good Sequences,GNU C++11,264,B
12040940,Jul/14/2015 14:48,RedNextCentury,Password,GNU C++11,126,B
12042366,Jul/14/2015 16:50,RedNextCentury,Greg and Graph,GNU C++11,295,B
12044100,Jul/14/2015 18:19,RedNextCentury,Lala Land and Apple Trees,GNU C++11,558,A
12044909,Jul/14/2015 18:24,RedNextCentury,Amr and The Large Array,GNU C++11,558,B
12054502,Jul/14/2015 19:31,RedNextCentury,Amr and Chemistry,GNU C++11,558,C
12075369,Jul/15/2015 22:58,RedNextCentury,Working out,GNU C++11,429,B
12095186,Jul/17/2015 15:27,RedNextCentury,Good Substrings,GNU C++11,271,D
12097453,Jul/17/2015 19:45,RedNextCentury,Count Good Substrings,GNU C++11,451,D
12098239,Jul/17/2015 21:44,RedNextCentury,Long Path,GNU C++11,407,B
12118335,Jul/19/2015 18:58,RedNextCentury,Maximum Value,MS C++,484,B
12127690,Jul/20/2015 12:39,RedNextCentury,Greenhouse Effect,MS C++,269,B
12134297,Jul/20/2015 21:13,RedNextCentury,Red Green Towers,MS C++,478,D
12136313,Jul/20/2015 22:40,RedNextCentury,Maximum Submatrix 2,MS C++,375,B
12150471,Jul/21/2015 18:39,RedNextCentury,Cow Program,MS C++,283,B
12153382,Jul/21/2015 22:11,RedNextCentury,Biridian Forest,MS C++,329,B
12153643,Jul/21/2015 22:43,RedNextCentury,Andrey and Problem,MS C++,442,B
12154393,Jul/22/2015 00:29,RedNextCentury,DZY Loves Modification,MS C++,446,B
12190472,Jul/23/2015 01:11,RedNextCentury,Zero Tree,GNU C++,274,B
12205520,Jul/23/2015 23:03,RedNextCentury,Prefixes and Suffixes,GNU C++,432,D
12205521,Jul/23/2015 23:03,RedNextCentury,Prefixes and Suffixes,GNU C++,432,D
12278025,Jul/30/2015 19:50,RedNextCentury,Clique in the Divisibility Graph,GNU C++,566,F
12354707,Aug/05/2015 19:08,RedNextCentury,Lineland Mail,GNU C++,567,A
12358476,Aug/05/2015 19:23,RedNextCentury,Berland National Library,GNU C++,567,B
12360585,Aug/05/2015 19:33,RedNextCentury,Geometric Progression,GNU C++,567,C
12364299,Aug/05/2015 19:56,RedNextCentury,One Dimensional Battle Ships,GNU C++,567,D
12375568,Aug/05/2015 22:04,RedNextCentury,Berland National Library,GNU C++,567,B
12428282,Aug/09/2015 19:56,RedNextCentury,Chips,GNU C++,333,B
12494716,Aug/13/2015 19:33,RedNextCentury,Elections,GNU C++11,570,A
12495271,Aug/13/2015 19:37,RedNextCentury,Simple Game,GNU C++11,570,B
12500579,Aug/13/2015 19:54,RedNextCentury,Replacement,GNU C++11,570,C
12665034,Aug/22/2015 23:39,RedNextCentury,Triangle,GNU C++11,6,A
12665071,Aug/22/2015 23:44,RedNextCentury,Die Roll,GNU C++11,9,A
12665114,Aug/22/2015 23:50,RedNextCentury,Super Agent,GNU C++11,12,A
12665170,Aug/22/2015 23:57,RedNextCentury,Letter,GNU C++11,14,A
12665193,Aug/23/2015 00:01,RedNextCentury,Flag,GNU C++11,16,A
12665252,Aug/23/2015 00:13,RedNextCentury,Before an Exam,GNU C++11,4,B
12665331,Aug/23/2015 00:29,RedNextCentury,Running Student,GNU C++11,9,B
12665408,Aug/23/2015 00:37,RedNextCentury,Correct Solution?,GNU C++11,12,B
12665497,Aug/23/2015 00:49,RedNextCentury,Hexadecimal's Numbers,GNU C++11,9,C
12665787,Aug/23/2015 01:26,RedNextCentury,Fruits,GNU C++11,12,C
12678008,Aug/24/2015 01:38,RedNextCentury,Mysterious Present,GNU C++11,4,D
12683316,Aug/24/2015 14:19,RedNextCentury,Lizards and Basements 2,GNU C++11,6,D
12687707,Aug/24/2015 21:18,RedNextCentury,How many trees?,GNU C++11,9,D
12687895,Aug/24/2015 21:38,RedNextCentury,Exposition,GNU C++11,6,E
12688314,Aug/24/2015 22:25,RedNextCentury,Young Photographer,GNU C++11,14,B
12688836,Aug/24/2015 23:23,RedNextCentury,Four Segments,GNU C++11,14,C
12689248,Aug/25/2015 00:25,RedNextCentury,Monitor,GNU C++11,16,C
12689310,Aug/25/2015 00:35,RedNextCentury,Stripe,GNU C++11,18,C
12689430,Aug/25/2015 00:51,RedNextCentury,Triangle,GNU C++11,18,A
12689654,Aug/25/2015 01:25,RedNextCentury,Platforms,GNU C++11,18,B
12689678,Aug/25/2015 01:30,RedNextCentury,Second Order Statistics,GNU C++11,22,A
12689729,Aug/25/2015 01:40,RedNextCentury,Bargaining Table,GNU C++11,22,B
12689770,Aug/25/2015 01:47,RedNextCentury,IQ test,GNU C++11,25,A
12689829,Aug/25/2015 02:00,RedNextCentury,Next Test,GNU C++11,27,A
12689833,Aug/25/2015 02:01,RedNextCentury,Phone numbers,GNU C++11,25,B
12689932,Aug/25/2015 02:19,RedNextCentury,Spit Problem,GNU C++11,29,A
12689945,Aug/25/2015 02:22,RedNextCentury,Worms Evolution,GNU C++11,31,A
12689970,Aug/25/2015 02:27,RedNextCentury,Reconnaissance,GNU C++11,32,A
12689989,Aug/25/2015 02:30,RedNextCentury,Reconnaissance 2,GNU C++11,34,A
12690006,Aug/25/2015 02:35,RedNextCentury,Shell Game,GNU C++11,35,A
12690027,Aug/25/2015 02:38,RedNextCentury,Translation,GNU C++11,41,A
12690070,Aug/25/2015 02:44,RedNextCentury,Football,GNU C++11,43,A
12700174,Aug/25/2015 22:15,RedNextCentury,Two Paths,GNU C++11,14,D
12706471,Aug/26/2015 13:44,RedNextCentury,Triangular numbers,GNU C++11,47,A
12706578,Aug/26/2015 13:54,RedNextCentury,Sleuth,GNU C++11,49,A
12706637,Aug/26/2015 13:59,RedNextCentury,Autocomplete,GNU C++11,53,A
12706797,Aug/26/2015 14:16,RedNextCentury,Bar,GNU C++11,56,A
12706799,Aug/26/2015 14:16,RedNextCentury,Bar,GNU C++11,56,A
12706828,Aug/26/2015 14:20,RedNextCentury,Chat room,GNU C++11,58,A
12706869,Aug/26/2015 14:25,RedNextCentury,Word,GNU C++11,59,A
12706918,Aug/26/2015 14:29,RedNextCentury,Fortune Telling,GNU C++11,59,B
12707174,Aug/26/2015 14:51,RedNextCentury,Title,GNU C++11,59,C
12708462,Aug/26/2015 16:29,RedNextCentury,Team Arrangement,GNU C++11,59,D
12708981,Aug/26/2015 17:12,RedNextCentury,Ultra Fast Mathematician,GNU C++11,61,A
12709153,Aug/26/2015 17:29,RedNextCentury,Hard Work,GNU C++11,61,B
12709629,Aug/26/2015 18:17,RedNextCentury,Eternal Victory,GNU C++11,61,D
12710069,Aug/26/2015 18:57,RedNextCentury,Enemy is weak,GNU C++11,61,E
12712058,Aug/26/2015 21:59,RedNextCentury,Tournament,GNU C++11,27,B
12712637,Aug/26/2015 23:19,RedNextCentury,Traffic Lights,GNU C++11,29,B
12712797,Aug/26/2015 23:41,RedNextCentury,Sysadmin Bob,GNU C++11,31,B
12712930,Aug/27/2015 00:03,RedNextCentury,System Administrator,GNU C++11,22,C
12713453,Aug/27/2015 01:36,RedNextCentury,Unordered Subsequence,GNU C++11,27,C
12713522,Aug/27/2015 01:51,RedNextCentury,Sinking Ship,GNU C++11,63,A
12713554,Aug/27/2015 01:59,RedNextCentury,Petya and Java,GNU C++11,66,A
12713576,Aug/27/2015 02:03,RedNextCentury,Young Physicist,GNU C++11,69,A
12721744,Aug/27/2015 19:11,RedNextCentury,Big Maximum Sum,GNU C++,75,D
12722301,Aug/27/2015 19:54,RedNextCentury,Life Without Zeros,GNU C++,75,A
12722419,Aug/27/2015 20:03,RedNextCentury,Haiku,GNU C++,78,A
12722538,Aug/27/2015 20:11,RedNextCentury,Easter Eggs,GNU C++,78,B
12723087,Aug/27/2015 20:58,RedNextCentury,Beaver Game,GNU C++,78,C
12723469,Aug/27/2015 21:30,RedNextCentury,Toy Army,GNU C++,84,A
12723638,Aug/27/2015 21:45,RedNextCentury,Panoramix's Prediction,GNU C++,80,A
12723939,Aug/27/2015 22:19,RedNextCentury,Chord,GNU C++,88,A
12724126,Aug/27/2015 22:40,RedNextCentury,Cableway,GNU C++,90,A
12724182,Aug/27/2015 22:47,RedNextCentury,Chips,GNU C++,92,A
12724247,Aug/27/2015 22:54,RedNextCentury,Restoring Password,GNU C++,94,A
12724295,Aug/27/2015 23:02,RedNextCentury,Football,GNU C++,96,A
12724384,Aug/27/2015 23:16,RedNextCentury,Help Far Away Kingdom,GNU C++,99,A
12724531,Aug/27/2015 23:34,RedNextCentury,Clothes,GNU C++,102,A
12724908,Aug/28/2015 00:26,RedNextCentury,Borze,GNU C++,32,B
12724941,Aug/28/2015 00:30,RedNextCentury,Sale,GNU C++,34,B
12725076,Aug/28/2015 00:54,RedNextCentury,Warehouse,GNU C++,35,B
12725124,Aug/28/2015 01:02,RedNextCentury,Martian Dollar,GNU C++,41,B
12725174,Aug/28/2015 01:14,RedNextCentury,Mail Stamps,GNU C++,29,C
12725300,Aug/28/2015 01:39,RedNextCentury,Schedule,GNU C++,31,C
12725425,Aug/28/2015 02:00,RedNextCentury,Logging,GNU C++,16,D
12731416,Aug/28/2015 16:09,RedNextCentury,Blackjack,GNU C++,104,A
12731529,Aug/28/2015 16:21,RedNextCentury,Card Game,GNU C++,106,A
12731578,Aug/28/2015 16:27,RedNextCentury,Choosing Laptop,GNU C++,106,B
12731882,Aug/28/2015 16:55,RedNextCentury,Treasure Island,GNU C++,106,D
12732168,Aug/28/2015 17:20,RedNextCentury,Buns,GNU C++,106,C
12733906,Aug/28/2015 20:08,RedNextCentury,Palindromic Times,GNU C++,108,A
12733940,Aug/28/2015 20:11,RedNextCentury,Nearly Lucky Number,GNU C++,110,A
12733968,Aug/28/2015 20:14,RedNextCentury,Petya and Strings,GNU C++,112,A
12734040,Aug/28/2015 20:20,RedNextCentury,Cifera,GNU C++,114,A
12734299,Aug/28/2015 20:39,RedNextCentury,Lucky Division,GNU C++,122,A
12734372,Aug/28/2015 20:46,RedNextCentury,The number of positions,GNU C++,124,A
12734441,Aug/28/2015 20:54,RedNextCentury,Wasted Time,GNU C++,127,A
12734492,Aug/28/2015 20:58,RedNextCentury,Cookies,GNU C++,129,A
12734577,Aug/28/2015 21:06,RedNextCentury,Letter,GNU C++,43,B
12734688,Aug/28/2015 21:18,RedNextCentury,Coins,GNU C++,47,B
12735160,Aug/28/2015 22:03,RedNextCentury,Sum,GNU C++,49,B
12736303,Aug/29/2015 00:17,RedNextCentury,Blog Photo,GNU C++,53,B
12736698,Aug/29/2015 01:15,RedNextCentury,Flea,GNU C++,32,C
12736880,Aug/29/2015 01:54,RedNextCentury,Page Numbers,GNU C++,34,C
12746609,Aug/29/2015 19:35,RedNextCentury,Bear and Poker,GNU C++,573,A
12812329,Sep/02/2015 11:22,RedNextCentury,Xor Sum,GNU C++,100741,D
12812391,Sep/02/2015 11:30,RedNextCentury,Basketball,GNU C++,100741,L
12812553,Sep/02/2015 11:45,RedNextCentury,$n$ Way Tie,GNU C++,100741,K
12890746,Sep/08/2015 01:43,RedNextCentury,Two Buttons,GNU C++,520,B
12926393,Sep/10/2015 19:34,RedNextCentury,Multiplication Table,GNU C++,577,A
12931692,Sep/10/2015 19:54,RedNextCentury,Vasya and Petya's Game,GNU C++,577,C
12958573,Sep/11/2015 15:29,RedNextCentury,Dima and Containers,GNU C++,358,C
12959591,Sep/11/2015 16:31,RedNextCentury,Modulo Sum,GNU C++,577,B
12983910,Sep/13/2015 15:47,RedNextCentury,About Grisha N.,GNU C++,100507,A
12983962,Sep/13/2015 15:52,RedNextCentury,Donald is a postman,GNU C++,100507,L
12984070,Sep/13/2015 16:00,RedNextCentury,The Debut Album,GNU C++,100507,G
12984166,Sep/13/2015 16:11,RedNextCentury,Traffic Jam in Flower Town,GNU C++,100507,I
12984391,Sep/13/2015 16:33,RedNextCentury,Zhenya moves from the dormitory,GNU C++,100507,D
12985029,Sep/13/2015 17:43,RedNextCentury,Pair: normal and paranormal,GNU C++,100507,H
12996813,Sep/14/2015 17:40,RedNextCentury,Built with Qinghuai and Ari Factor,GNU C++,100548,A
13004855,Sep/15/2015 12:00,RedNextCentury,Sale in GameStore,GNU C++,100513,I
13005283,Sep/15/2015 12:43,RedNextCentury,Ilya Muromets,GNU C++,100513,F
13007014,Sep/15/2015 15:29,RedNextCentury,Variable Shadowing,GNU C++,100513,M
13007542,Sep/15/2015 16:08,RedNextCentury,Data Center,GNU C++,100513,D
13031253,Sep/16/2015 18:35,RedNextCentury,"""Or"" Game",GNU C++,578,B
13053563,Sep/16/2015 21:39,RedNextCentury,Weakness and Poorness,GNU C++,578,C
13064784,Sep/17/2015 13:26,RedNextCentury,Extreme Sort,GNU C++,100753,G
13065168,Sep/17/2015 13:53,RedNextCentury,Upside down primes,GNU C++,100753,K
13065872,Sep/17/2015 14:37,RedNextCentury,Milling machines,GNU C++11,100753,I
13070788,Sep/17/2015 18:53,RedNextCentury,"""Or"" Game",GNU C++11,578,B
13085041,Sep/18/2015 14:17,RedNextCentury,Automated Telephone Exchange,GNU C++11,100609,A
13085364,Sep/18/2015 14:43,RedNextCentury,Flat,GNU C++11,100609,F
13086064,Sep/18/2015 15:27,RedNextCentury,Black Square,GNU C++11,100609,B
13086533,Sep/18/2015 15:56,RedNextCentury,Dice,GNU C++11,100609,D
13118039,Sep/20/2015 21:15,RedNextCentury,Holes,GNU C++11,100623,H
13118210,Sep/20/2015 21:32,RedNextCentury,Class,GNU C++11,100623,C
13118267,Sep/20/2015 21:40,RedNextCentury,Deposits,GNU C++11,100623,D
13118831,Sep/20/2015 22:41,RedNextCentury,Just Too Lucky,GNU C++11,100623,J
13118987,Sep/20/2015 23:00,RedNextCentury,Enchanted Mirror,GNU C++11,100623,E
13119976,Sep/21/2015 00:55,RedNextCentury,Billboard,GNU C++11,100623,B
13126600,Sep/21/2015 16:15,RedNextCentury,The battle near the swamp,GNU C++11,100285,B
13127023,Sep/21/2015 16:42,RedNextCentury,This cheeseburger you don't need,GNU C++11,100285,D
13128462,Sep/21/2015 17:53,RedNextCentury,The old Padawan,GNU C++11,100285,I
13128780,Sep/21/2015 18:17,RedNextCentury,Illegal spices,GNU C++11,100285,F
13143923,Sep/22/2015 19:32,RedNextCentury,Kefa and First Steps,GNU C++11,580,A
13145652,Sep/22/2015 19:36,RedNextCentury,Kefa and Company,GNU C++11,580,B
13151414,Sep/22/2015 19:55,RedNextCentury,Kefa and Park,GNU C++11,580,C
13156182,Sep/22/2015 20:15,RedNextCentury,Kefa and Dishes,GNU C++11,580,D
13181273,Sep/23/2015 12:13,RedNextCentury,Dijkstra?,GNU C++11,20,C
13183030,Sep/23/2015 14:09,RedNextCentury,Cinderella,GNU C++11,100685,C
13220300,Sep/25/2015 17:28,RedNextCentury,Arrangement of Contest,GNU C++11,100269,A
13220729,Sep/25/2015 18:00,RedNextCentury,Ballot Analyzing Device,GNU C++11,100269,B
13220861,Sep/25/2015 18:09,RedNextCentury,Garage,GNU C++11,100269,G
13220986,Sep/25/2015 18:19,RedNextCentury,Energy Tycoon,GNU C++11,100269,E
13222278,Sep/25/2015 19:45,RedNextCentury,Flight Boarding Optimization,GNU C++11,100269,F
13362603,Oct/03/2015 19:49,RedNextCentury,Asphalting Roads,MS C++,583,A
13365709,Oct/03/2015 19:56,RedNextCentury,Robot's Task,MS C++,583,B
13370863,Oct/03/2015 20:14,RedNextCentury,GCD Table,MS C++,583,C
13386046,Oct/03/2015 22:59,RedNextCentury,Once Again...,MS C++,582,B
13386094,Oct/03/2015 23:01,RedNextCentury,Once Again...,MS C++,583,D
13403418,Oct/04/2015 17:02,RedNextCentury,Explicit Formula,MS C++,100610,E
13403579,Oct/04/2015 17:12,RedNextCentury,Defense of a Kingdom,GNU C++11,100610,D
13404611,Oct/04/2015 18:31,RedNextCentury,Kitchen Robot,GNU C++11,100610,K
13437952,Oct/06/2015 19:39,RedNextCentury,Olesya and Rodion,MS C++,584,A
13443709,Oct/06/2015 20:01,RedNextCentury,Marina and Vasya,GNU C++11,584,C
13446650,Oct/06/2015 20:16,RedNextCentury,Kolya and Tanya,GNU C++11,584,B
13490376,Oct/08/2015 12:23,RedNextCentury,System Administrator,GNU C++,245,A
13490449,Oct/08/2015 12:29,RedNextCentury,Internet Address,GNU C++,245,B
13490569,Oct/08/2015 12:38,RedNextCentury,Game with Coins,GNU C++,245,C
13490694,Oct/08/2015 12:46,RedNextCentury,Restoring Table,GNU C++,245,D
13490793,Oct/08/2015 12:53,RedNextCentury,Mishap in Club,GNU C++,245,E
13490909,Oct/08/2015 13:03,RedNextCentury,Queries for Number of Palindromes,GNU C++,245,H
13491304,Oct/08/2015 13:34,RedNextCentury,Log Stream Analysis,GNU C++,245,F
13512325,Oct/09/2015 18:19,RedNextCentury,Valid Sets,GNU C++,486,D
13513826,Oct/09/2015 19:43,RedNextCentury,A. Relational Operator,GNU C++,100676,A
13513859,Oct/09/2015 19:45,RedNextCentury,B. Three Angles,GNU C++,100676,B
13513911,Oct/09/2015 19:47,RedNextCentury,C. Memory is Full,GNU C++,100676,C
13514063,Oct/09/2015 19:57,RedNextCentury,D. Sudoku,GNU C++,100676,D
13514095,Oct/09/2015 19:59,RedNextCentury,E. Time Limit Exceeded?,GNU C++,100676,E
13514896,Oct/09/2015 20:47,RedNextCentury,F. Palindrome,GNU C++,100676,F
13516458,Oct/09/2015 22:29,RedNextCentury,H. Capital City,GNU C++,100676,H
13556175,Oct/12/2015 12:16,RedNextCentury,Alena's Schedule,GNU C++,586,A
13557752,Oct/12/2015 12:22,RedNextCentury,Laurenty and Shop,GNU C++,586,B
13563580,Oct/12/2015 12:58,RedNextCentury,Phillip and Trains,GNU C++,586,D
13581705,Oct/12/2015 21:37,RedNextCentury,Circular RMQ,MS C++,52,C
13582598,Oct/12/2015 22:25,RedNextCentury,Gennady the Dentist,GNU C++11,586,C
