#,When,Who,Problem_name,Lang,Number,Character
130924475,Oct/05/2021 22:59,Mohamed-Omran,Even Odd Game,GNU C++17,1472,D
130924800,Oct/05/2021 23:04,Mohamed-Omran,Boxers,GNU C++17,1203,E
130931322,Oct/06/2021 02:26,Mohamed-Omran,Sage's Birthday (hard version),GNU C++17,1419,D2
130933459,Oct/06/2021 04:10,Mohamed-Omran,Running for Gold,GNU C++17,1552,B
131016675,Oct/07/2021 01:12,Mohamed-Omran,Gravity Flip,GNU C++17,405,A
131109724,Oct/08/2021 04:20,Mohamed-Omran,Queue,GNU C++17,545,D
131111625,Oct/08/2021 05:26,Mohamed-Omran,Dense Array,GNU C++17,1490,A
131234581,Oct/08/2021 21:08,Mohamed-Omran,Strange Birthday Party,GNU C++17,1470,A
131503922,Oct/11/2021 02:09,Mohamed-Omran,Books,GNU C++17,279,B
131504963,Oct/11/2021 03:01,Mohamed-Omran,Kuriyama Mirai's Stones,GNU C++17,433,B
131506241,Oct/11/2021 04:16,Mohamed-Omran,Fence,GNU C++17,363,B
131506287,Oct/11/2021 04:19,Mohamed-Omran,Fence,GNU C++17 (64),363,B
131506344,Oct/11/2021 04:23,Mohamed-Omran,Fence,GNU C++14,363,B
131599893,Oct/12/2021 05:03,Mohamed-Omran,Social Distance,GNU C++17,1367,C
131882298,Oct/14/2021 03:06,Mohamed-Omran,Sereja and Dima,GNU C++17,381,A
131882720,Oct/14/2021 03:20,Mohamed-Omran,Worms,GNU C++17,474,B
131884041,Oct/14/2021 04:01,Mohamed-Omran,Sage's Birthday (hard version),GNU C++17,1419,D2
131982492,Oct/15/2021 02:32,Mohamed-Omran,Favorite Sequence,GNU C++17,1462,A
132042963,Oct/15/2021 17:47,Mohamed-Omran,Points on Line,GNU C++17,251,A
132073117,Oct/16/2021 01:15,Mohamed-Omran,Lecture Sleep,GNU C++17,961,B
132160002,Oct/16/2021 21:41,Mohamed-Omran,Reorder the Array,GNU C++17,1007,A
132164187,Oct/16/2021 22:50,Mohamed-Omran,Reorder the Array,GNU C++17,1007,A
132347467,Oct/18/2021 15:45,Mohamed-Omran,Combinatorics Homework,GNU C++17,1574,B
132390874,Oct/19/2021 02:27,Mohamed-Omran,Gregor and Cryptography,GNU C++17,1549,A
132460841,Oct/19/2021 19:22,Mohamed-Omran,JOE is on TV!,GNU C++17,1293,B
132540596,Oct/20/2021 17:48,Mohamed-Omran,Customising the Track,GNU C++17,1543,B
132648975,Oct/21/2021 22:31,Mohamed-Omran,Perfectly Imperfect Array,GNU C++17,1514,A
132651839,Oct/21/2021 23:37,Mohamed-Omran,k th divisor,GNU C++17,762,A
132656289,Oct/22/2021 02:43,Mohamed-Omran,Product of Three Numbers,GNU C++17,1294,C
132707891,Oct/22/2021 18:01,Mohamed-Omran,Nastia and Nearly Good Numbers,GNU C++17,1521,A
133171523,Oct/26/2021 18:08,Mohamed-Omran,Wrong Subtraction,GNU C++17,977,A
133175602,Oct/26/2021 18:50,Mohamed-Omran,Two gram,GNU C++17,977,B
133190902,Oct/26/2021 21:25,Mohamed-Omran,Less or Equal,GNU C++14,977,C
133191180,Oct/26/2021 21:28,Mohamed-Omran,Different Divisors,GNU C++14,1474,B
133247122,Oct/27/2021 15:17,Mohamed-Omran,Chocolate,GNU C++14,617,B
134617282,Nov/08/2021 00:59,Mohamed-Omran,Lucky Numbers (easy),GNU C++14,96,B
134898033,Nov/10/2021 17:37,Mohamed-Omran,Tavas and SaDDas,GNU C++14,535,B
135197524,Nov/13/2021 00:33,Mohamed-Omran,Sagheer and Nubian Market,GNU C++14,812,C
135254596,Nov/13/2021 14:46,Mohamed-Omran,Easy Number Challenge,GNU C++14,236,B
135256563,Nov/13/2021 15:07,Mohamed-Omran,GCD Sum,GNU C++14,1498,A
135259404,Nov/13/2021 15:39,Mohamed-Omran,Sereja and Dima,GNU C++14,381,A
135285375,Nov/13/2021 17:27,Mohamed-Omran,Strings of Power,GNU C++14,318,B
135410939,Nov/14/2021 14:08,Mohamed-Omran,Two Arrays,GNU C++14,1589,C
135411538,Nov/14/2021 14:13,Mohamed-Omran,Mathematical Addition,GNU C++14,1589,A
135976251,Nov/17/2021 16:45,Mohamed-Omran,Preparing Olympiad,GNU C++17,550,B
135997332,Nov/17/2021 19:12,Mohamed-Omran,Raising Bacteria,GNU C++17,579,A
136011703,Nov/17/2021 22:46,Mohamed-Omran,Even Substrings,GNU C++17,1139,A
136014005,Nov/17/2021 23:35,Mohamed-Omran,XORwice,GNU C++17,1421,A
136859714,Nov/25/2021 17:53,Mohamed-Omran,Make Even,GNU C++17,1611,A
136892223,Nov/25/2021 18:41,Mohamed-Omran,Team Composition: Programmers and Mathematicians,GNU C++17,1611,B
137126878,Nov/27/2021 15:29,Mohamed-Omran,Catch Overflow!,GNU C++17,1175,B
137675697,Dec/01/2021 18:34,Mohamed-Omran,Long Comparison,GNU C++17,1613,A
137676462,Dec/01/2021 18:35,Mohamed-Omran,Absent Remainder,GNU C++17,1613,B
137688021,Dec/01/2021 18:58,Mohamed-Omran,Long Comparison,GNU C++17,1613,A
137688747,Dec/01/2021 18:59,Mohamed-Omran,Absent Remainder,GNU C++17,1613,B
137798410,Dec/02/2021 17:53,Mohamed-Omran,Long Comparison,GNU C++17,1613,A
137799035,Dec/02/2021 17:58,Mohamed-Omran,Absent Remainder,GNU C++17,1613,B
137987517,Dec/04/2021 15:39,Mohamed-Omran,Poisoned Dagger,GNU C++17,1613,C
138745459,Dec/11/2021 13:55,Mohamed-Omran,Find Array,GNU C++17,1608,A
139026859,Dec/14/2021 00:29,Mohamed-Omran,Life of a Flower,GNU C++17,1591,A
139031283,Dec/14/2021 02:48,Mohamed-Omran,Random Teams,GNU C++17,478,B
139202929,Dec/14/2021 17:24,Mohamed-Omran,Queue on Bus Stop,GNU C++17,435,A
139325389,Dec/14/2021 22:17,Mohamed-Omran,Missing Bigram,GNU C++17,1618,B
139326733,Dec/14/2021 22:36,Mohamed-Omran,Paint the Array,GNU C++17,1618,C
139386359,Dec/15/2021 14:54,Mohamed-Omran,Bicycle Chain,GNU C++17,215,A
139391053,Dec/15/2021 15:39,Mohamed-Omran,Little Elephant and Rozdil,GNU C++17,205,A
139433263,Dec/15/2021 23:54,Mohamed-Omran,Ostap and Grasshopper,GNU C++17,735,A
139435144,Dec/16/2021 00:42,Mohamed-Omran,The number of positions,GNU C++17,124,A
139438280,Dec/16/2021 02:26,Mohamed-Omran,Tavas and Nafas,GNU C++17,535,A
139479214,Dec/16/2021 15:30,Mohamed-Omran,Postcards and photos,GNU C++17,137,A
139747811,Dec/18/2021 17:07,Mohamed-Omran,Forbidden Subsequence,GNU C++17,1617,A
140026437,Dec/20/2021 17:41,Mohamed-Omran,Square String?,GNU C++17,1619,A
140063929,Dec/20/2021 18:41,Mohamed-Omran,Squares and Cubes,GNU C++17,1619,B
140242377,Dec/22/2021 12:52,Mohamed-Omran,Exam,GNU C++17,534,A
140248547,Dec/22/2021 14:09,Mohamed-Omran,Alena's Schedule,GNU C++17,586,A
140468608,Dec/24/2021 18:07,Mohamed-Omran,Closing The Gap,GNU C++17,1615,A
140544658,Dec/25/2021 09:05,Mohamed-Omran,Closing The Gap,GNU C++17,1615,A
141075554,Dec/29/2021 19:06,Mohamed-Omran,Integer Diversity,GNU C++17,1616,A
141198507,Dec/30/2021 23:45,Mohamed-Omran,Decoding,GNU C++17,746,B
141202041,Dec/31/2021 01:42,Mohamed-Omran,Caisa and Pylons,GNU C++17,463,B
141203884,Dec/31/2021 03:05,Mohamed-Omran,Effective Approach,GNU C++17,227,B
141244098,Dec/31/2021 15:56,Mohamed-Omran,Interesting drink,GNU C++17,706,B
141278472,Jan/01/2022 02:38,Mohamed-Omran,Burning Midnight Oil,GNU C++17,165,B
141907063,Jan/07/2022 15:33,Mohamed-Omran,Watermelon,GNU C++17,4,A
142198279,Jan/10/2022 17:40,Mohamed-Omran,Plus One on the Subset,GNU C++17,1624,A
142272595,Jan/10/2022 19:19,Mohamed-Omran,Make AP,GNU C++17,1624,B
143553428,Jan/21/2022 22:04,Mohamed-Omran,Equidistant Letters,GNU C++17,1626,A
145700010,Feb/09/2022 03:48,Mohamed-Omran,Div. 7,GNU C++17,1633,A
145894004,Feb/11/2022 00:20,Mohamed-Omran,Dragons,GNU C++17,230,A
145894370,Feb/11/2022 00:30,Mohamed-Omran,CopyCopyCopyCopyCopy,GNU C++17,1325,B
145894677,Feb/11/2022 00:39,Mohamed-Omran,EhAb AnD gCd,GNU C++17,1325,A
145896988,Feb/11/2022 01:46,Mohamed-Omran,Pangram,GNU C++17,520,A
145897039,Feb/11/2022 01:48,Mohamed-Omran,Pangram,GNU C++17,520,A
146000512,Feb/12/2022 02:18,Mohamed-Omran,Construct a Rectangle,GNU C++17,1622,A
146001464,Feb/12/2022 02:48,Mohamed-Omran,Favorite Foods,GNU C++17,102986,A
146001770,Feb/12/2022 02:58,Mohamed-Omran,LLPS,GNU C++17,202,A
146002603,Feb/12/2022 03:22,Mohamed-Omran,Second Order Statistics,GNU C++17,22,A
146176819,Feb/13/2022 01:06,Mohamed-Omran,Laptops,GNU C++17,456,A
146180524,Feb/13/2022 02:52,Mohamed-Omran,Wet Shark and Bishops,GNU C++17,621,B
146850419,Feb/18/2022 19:14,Mohamed-Omran,Sum of Cubes,GNU C++17,1490,C
146852811,Feb/18/2022 19:38,Mohamed-Omran,Queries about less or equal elements,GNU C++17,600,B
146874175,Feb/18/2022 23:34,Mohamed-Omran,Deadline,GNU C++17,1288,A
146978375,Feb/20/2022 00:53,Mohamed-Omran,Letters,GNU C++17,978,C
147111612,Feb/20/2022 22:19,Mohamed-Omran,Min Or Sum,GNU C++17,1635,A
147113151,Feb/20/2022 22:41,Mohamed-Omran,Avoid Local Maximums,GNU C++17,1635,B
147192724,Feb/21/2022 18:47,Mohamed-Omran,Differential Sorting,GNU C++17,1635,C
147199638,Feb/21/2022 20:06,Mohamed-Omran,Reverse,GNU C++17,1638,A
147200074,Feb/21/2022 20:11,Mohamed-Omran,Reverse,GNU C++17,1638,A
147211406,Feb/21/2022 22:45,Mohamed-Omran,Odd Swap Sort,GNU C++17,1638,B
147219417,Feb/22/2022 01:34,Mohamed-Omran,Reverse and Concatenate,GNU C++17,1634,A
147291957,Feb/22/2022 17:46,Mohamed-Omran,Doors and Keys,GNU C++17,1644,A
147326001,Feb/22/2022 18:39,Mohamed-Omran,Anti Fibonacci Permutation,GNU C++17,1644,B
147609441,Feb/24/2022 23:41,Mohamed-Omran,Productive Meeting,GNU C++17,1579,D
147706075,Feb/26/2022 00:54,Mohamed-Omran,String Game,GNU C++17,778,A
148058531,Mar/01/2022 21:50,Mohamed-Omran,Save More Mice,GNU C++17,1593,C
148064077,Mar/01/2022 23:32,Mohamed-Omran,K divisible Sum,GNU C++17,1476,A
148064279,Mar/01/2022 23:36,Mohamed-Omran,K divisible Sum,GNU C++17,1476,A
148136035,Mar/02/2022 20:00,Mohamed-Omran,Ternary String,GNU C++17,1354,B
148148709,Mar/02/2022 23:06,Mohamed-Omran,!Hasan,GNU C++17,101257,D
148149664,Mar/02/2022 23:24,Mohamed-Omran,Another Step by Step Pupil,GNU C++17,101257,E
148220964,Mar/03/2022 19:46,Mohamed-Omran,Magic Powder   2,GNU C++17,670,D2
148220980,Mar/03/2022 19:46,Mohamed-Omran,Magic Powder   1,GNU C++17,670,D1
148236824,Mar/03/2022 23:43,Mohamed-Omran,Da Vinci Powers,GNU C++17,656,A
148359146,Mar/04/2022 19:41,Mohamed-Omran,Square Counting,GNU C++17,1646,A
148367682,Mar/04/2022 19:58,Mohamed-Omran,Quality vs Quantity,GNU C++17,1646,B
148403118,Mar/05/2022 02:26,Mohamed-Omran,Directional Move,GNU C++17,102942,A
148403197,Mar/05/2022 02:29,Mohamed-Omran,Directional Move,GNU C++17,102942,A
148702456,Mar/07/2022 16:24,Mohamed-Omran,Longest k Good Segment,GNU C++17,616,D
148742995,Mar/08/2022 00:45,Mohamed-Omran,Pretty Permutations,GNU C++17,1541,A
148743427,Mar/08/2022 00:55,Mohamed-Omran,Odd Set,GNU C++17,1542,A
148823843,Mar/08/2022 17:48,Mohamed-Omran,Deletions of Two Adjacent Letters,GNU C++17,1650,A
148896877,Mar/08/2022 19:24,Mohamed-Omran,DIV + MOD,GNU C++17,1650,B
149255318,Mar/11/2022 16:12,Mohamed-Omran,Playoff,GNU C++17,1651,A
149706407,Mar/15/2022 14:42,Mohamed-Omran,Tavas and SaDDas,GNU C++17,535,B
149716680,Mar/15/2022 16:07,Mohamed-Omran,Maximal Continuous Rest,GNU C++17,1141,B
149730018,Mar/15/2022 18:07,Mohamed-Omran,Lucky Numbers (easy),GNU C++17,96,B
149750617,Mar/15/2022 21:27,Mohamed-Omran,Football,GNU C++17,96,A
150289505,Mar/20/2022 20:14,Mohamed-Omran,Physics Practical,GNU C++17,253,B
150351409,Mar/21/2022 14:30,Mohamed-Omran,Maximum Cake Tastiness,GNU C++17,1654,A
150356661,Mar/21/2022 15:21,Mohamed-Omran,Prefix Removals,GNU C++17,1654,B
150376545,Mar/21/2022 18:40,Mohamed-Omran,Complete the Word,GNU C++17,716,B
150551615,Mar/23/2022 00:16,Mohamed-Omran,Integer Moves,GNU C++17,1657,A
150552530,Mar/23/2022 00:33,Mohamed-Omran,XY Sequence,GNU C++17,1657,B
150626685,Mar/23/2022 18:32,Mohamed-Omran,Three Parts of the Array,GNU C++17,1006,C
150627844,Mar/23/2022 18:46,Mohamed-Omran,Adjacent Replacements,GNU C++17,1006,A
150756482,Mar/24/2022 18:11,Mohamed-Omran,Good Pairs,GNU C++17,1656,A
150771865,Mar/24/2022 18:35,Mohamed-Omran,Make Equal With Mod,GNU C++17,1656,C
150780811,Mar/24/2022 18:51,Mohamed-Omran,Subtract Operation,GNU C++17,1656,B
151121397,Mar/27/2022 17:57,Mohamed-Omran,Marin and Photoshoot,GNU C++17,1658,A
151134222,Mar/27/2022 18:23,Mohamed-Omran,Marin and Anti coprime Permutation,GNU C++17,1658,B
151186579,Mar/28/2022 00:07,Mohamed-Omran,Polycarp and Sums of Subsequences,GNU C++17,1618,A
151454665,Mar/31/2022 01:06,Mohamed-Omran,Cellular Network,GNU C++17,702,C
151493209,Mar/31/2022 14:45,Mohamed-Omran,Maximum Increase,GNU C++17,702,A
151520333,Mar/31/2022 17:44,Mohamed-Omran,Vasya and Coins,GNU C++17,1660,A
151538961,Mar/31/2022 18:03,Mohamed-Omran,Vlad and Candies,GNU C++17,1660,B
151592206,Mar/31/2022 20:09,Mohamed-Omran,Get an Even String,GNU C++17,1660,C
152374356,Apr/01/2022 18:34,Mohamed-Omran,Pōja Verdon,GNU C++17,1663,C
152374888,Apr/01/2022 18:34,Mohamed-Omran,Who Tested?,GNU C++17,1663,A
152387271,Apr/01/2022 18:52,Mohamed-Omran,Mike's Sequence,GNU C++17,1663,B
153091139,Apr/08/2022 23:30,Mohamed-Omran,GCD vs LCM,GNU C++17,1665,A
153093971,Apr/09/2022 00:23,Mohamed-Omran,Array Cloning Technique,GNU C++17,1665,B
154789506,Apr/23/2022 23:59,Mohamed-Omran,Log Chopping,GNU C++20 (64),1672,A
154793235,Apr/24/2022 01:16,Mohamed-Omran,I love AAAB,GNU C++20 (64),1672,B
154891525,Apr/25/2022 00:28,Mohamed-Omran,Division?,GNU C++20 (64),1669,A
154891555,Apr/25/2022 00:28,Mohamed-Omran,Triple,GNU C++20 (64),1669,B
154891646,Apr/25/2022 00:30,Mohamed-Omran,Odd/Even Increments,GNU C++20 (64),1669,C
154891691,Apr/25/2022 00:31,Mohamed-Omran,Colorful Stamp,GNU C++20 (64),1669,D
154891765,Apr/25/2022 00:32,Mohamed-Omran,Eating Candies,GNU C++20 (64),1669,F
154891788,Apr/25/2022 00:33,Mohamed-Omran,Fall Down,GNU C++20 (64),1669,G
154975173,Apr/25/2022 22:40,Mohamed-Omran,Theatre Square,GNU C++20 (64),1,A
154976755,Apr/25/2022 23:07,Mohamed-Omran,Lucky Ticket,GNU C++20 (64),146,A
154980808,Apr/26/2022 00:28,Mohamed-Omran,Lucky Mask,GNU C++20 (64),146,B
155414606,Apr/30/2022 18:05,Mohamed-Omran,Subtle Substring Subtraction,GNU C++20 (64),1673,A
155436747,Apr/30/2022 19:15,Mohamed-Omran,A Perfectly Balanced String?,GNU C++20 (64),1673,B
155704417,May/02/2022 23:19,Mohamed-Omran,Number Transformation,GNU C++20 (64),1674,A
155706028,May/03/2022 00:03,Mohamed-Omran,Dictionary,GNU C++20 (64),1674,B
155707215,May/03/2022 00:39,Mohamed-Omran,Infinite Replacement,GNU C++20 (64),1674,C
155928868,May/05/2022 17:38,Mohamed-Omran,Food for Animals,GNU C++20 (64),1675,A
156001060,May/05/2022 19:34,Mohamed-Omran,Detective Task,GNU C++20 (64),1675,C
156006270,May/05/2022 19:47,Mohamed-Omran,Make It Increasing,GNU C++20 (64),1675,B
156364024,May/08/2022 23:33,Mohamed-Omran,Tokitsukaze and All Zero Sequence,GNU C++20 (64),1678,A
156365332,May/09/2022 00:06,Mohamed-Omran,Tokitsukaze and Good 01 String (easy version),GNU C++20 (64),1678,B1
156625745,May/10/2022 17:48,Mohamed-Omran,Lucky?,GNU C++20 (64),1676,A
156635676,May/10/2022 17:50,Mohamed-Omran,Equal Candies,GNU C++20 (64),1676,B
156677296,May/10/2022 18:20,Mohamed-Omran,Most Similar Words,GNU C++20 (64),1676,C
156736270,May/10/2022 19:38,Mohamed-Omran,X Sum,GNU C++20 (64),1676,D
156765278,May/11/2022 00:51,Mohamed-Omran,Eating Queries,GNU C++20 (64),1676,E
157030595,May/13/2022 17:49,Mohamed-Omran,Minimums and Maximums,GNU C++20 (64),1680,A
157048388,May/13/2022 18:21,Mohamed-Omran,Robots,GNU C++20 (64),1680,B
157430827,May/17/2022 00:28,Mohamed-Omran,AvtoBus,GNU C++20 (64),1679,A
157670118,May/19/2022 17:37,Mohamed-Omran,Digit Minimization,GNU C++20 (64),1684,A
157691652,May/19/2022 18:02,Mohamed-Omran,Z mod X = C,GNU C++20 (64),1684,B
157716896,May/19/2022 19:01,Mohamed-Omran,Column Swapping,GNU C++20 (64),1684,C
157751550,May/20/2022 01:28,Mohamed-Omran,Three Friends,GNU C++17,1272,A
157751994,May/20/2022 01:47,Mohamed-Omran,Yet Another Broken Keyboard,GNU C++17,1272,C
157752728,May/20/2022 02:17,Mohamed-Omran,Snow Walking Robot,GNU C++17,1272,B
157997435,May/22/2022 16:07,Mohamed-Omran,String Building,GNU C++20 (64),1671,A
157997983,May/22/2022 16:14,Mohamed-Omran,Next Round,GNU C++20 (64),158,A
158014571,May/22/2022 17:49,Mohamed-Omran,Palindromic Indices,GNU C++20 (64),1682,A
158034325,May/22/2022 18:11,Mohamed-Omran,AND Sorting,GNU C++20 (64),1682,B
158065297,May/22/2022 19:07,Mohamed-Omran,LIS or Reverse LIS?,GNU C++20 (64),1682,C
158247045,May/24/2022 00:28,Mohamed-Omran,New Year and Hurry,GNU C++20 (64),750,A
158331390,May/24/2022 22:11,Mohamed-Omran,Game with Cards,GNU C++20 (64),1681,A
158402180,May/25/2022 18:18,Mohamed-Omran,Card Trick,GNU C++20 (64),1681,B
158469768,May/25/2022 23:20,Mohamed-Omran,Everything Everywhere All But One,GNU C++20 (64),1686,A
158470377,May/25/2022 23:26,Mohamed-Omran,Odd Subarrays,GNU C++20 (64),1686,B
158733553,May/28/2022 17:36,Mohamed-Omran,Circular Local MiniMax,GNU C++20 (64),1686,C
158832842,May/30/2022 00:34,Mohamed-Omran,Direction Change,GNU C++20 (64),1668,A
158834087,May/30/2022 01:24,Mohamed-Omran,Array Balancing,GNU C++20 (64),1661,A
158834170,May/30/2022 01:28,Mohamed-Omran,Array Balancing,GNU C++20 (64),1661,A
158835632,May/30/2022 02:44,Mohamed-Omran,Double Sort,GNU C++20 (64),1681,C
158880919,May/30/2022 17:08,Mohamed-Omran,Consecutive Points Segment,GNU C++20 (64),1671,B
158905059,May/30/2022 21:43,Mohamed-Omran,Dolce Vita,GNU C++20 (64),1671,C
158999386,May/31/2022 17:45,Mohamed-Omran,Beat The Odds,GNU C++20 (64),1691,A
159024853,May/31/2022 18:10,Mohamed-Omran,Shoe Shuffling,GNU C++20 (64),1691,B
159052414,May/31/2022 18:49,Mohamed-Omran,Sum of Substrings,GNU C++20 (64),1691,C
159198240,Jun/01/2022 23:42,Mohamed-Omran,Prof. Slim,GNU C++20 (64),1670,A
159388468,Jun/03/2022 18:29,Mohamed-Omran,Patchouli's Magical Talisman,GNU C++20 (64),1688,B
159407291,Jun/03/2022 19:20,Mohamed-Omran,Manipulating History,GNU C++20 (64),1688,C
159496352,Jun/04/2022 21:58,Mohamed-Omran,Cirno's Perfect Bitmasks Classroom,GNU C++20 (64),1688,A
159879635,Jun/07/2022 23:18,Mohamed-Omran,Black and White Stripe,GNU C++20 (64),1690,D
159879819,Jun/07/2022 23:22,Mohamed-Omran,Print a Pedestal (Codeforces logo?),GNU C++20 (64),1690,A
159879850,Jun/07/2022 23:22,Mohamed-Omran,Array Decrements,GNU C++20 (64),1690,B
159879868,Jun/07/2022 23:22,Mohamed-Omran,Restoring the Duration of Tasks,GNU C++20 (64),1690,C
160042869,Jun/09/2022 20:53,Mohamed-Omran,Drinks,GNU C++20 (64),200,B
160044496,Jun/09/2022 21:12,Mohamed-Omran,Anton and Digits,GNU C++20 (64),734,B
160051511,Jun/09/2022 23:09,Mohamed-Omran,Gifts Fixing,GNU C++20 (64),1399,B
160051828,Jun/09/2022 23:16,Mohamed-Omran,Remove Smallest,GNU C++20 (64),1399,A
160054124,Jun/10/2022 00:09,Mohamed-Omran,Substring Removal Game,GNU C++20 (64),1398,B
160054987,Jun/10/2022 00:34,Mohamed-Omran,Honest Coach,GNU C++20 (64),1360,B
160055380,Jun/10/2022 00:46,Mohamed-Omran,Even Array,GNU C++20 (64),1367,B
160146156,Jun/10/2022 23:51,Mohamed-Omran,Lex String,GNU C++20 (64),1689,A
160147064,Jun/11/2022 00:11,Mohamed-Omran,Mystic Permutation,GNU C++20 (64),1689,B
160147546,Jun/11/2022 00:28,Mohamed-Omran,"Multiply by 2, divide by 6",GNU C++20 (64),1374,B
160227320,Jun/11/2022 23:30,Mohamed-Omran,Square?,GNU C++20 (64),1351,B
160228078,Jun/11/2022 23:49,Mohamed-Omran,Construct the String,GNU C++20 (64),1335,B
160228184,Jun/11/2022 23:52,Mohamed-Omran,Candies and Two Sisters,GNU C++20 (64),1335,A
160286275,Jun/12/2022 17:40,Mohamed-Omran,Parkway Walk,GNU C++20 (64),1697,A
160314475,Jun/12/2022 18:10,Mohamed-Omran,Promo,GNU C++20 (64),1697,B
160338706,Jun/12/2022 18:54,Mohamed-Omran,awoo's Favorite Problem,GNU C++20 (64),1697,C
160436455,Jun/13/2022 17:20,Mohamed-Omran,awoo's Favorite Problem,GNU C++20 (64),1697,C
160464685,Jun/13/2022 23:52,Mohamed-Omran,Minutes Before the New Year,GNU C++20 (64),1283,A
160652050,Jun/14/2022 19:54,Mohamed-Omran,Marathon,GNU C++20 (64),1692,A
160652211,Jun/14/2022 19:55,Mohamed-Omran,All Distinct,GNU C++20 (64),1692,B
160652399,Jun/14/2022 19:55,Mohamed-Omran,Where's the Bishop?,GNU C++20 (64),1692,C
160652877,Jun/14/2022 19:57,Mohamed-Omran,Binary Deque,GNU C++20 (64),1692,E
160654892,Jun/14/2022 20:08,Mohamed-Omran,3SUM,GNU C++20 (64),1692,F
160748159,Jun/15/2022 18:42,Mohamed-Omran,Sasha and Sticks,GNU C++20 (64),832,A
160771880,Jun/16/2022 03:05,Mohamed-Omran,Candies Division,GNU C++20 (64),1283,B
160772025,Jun/16/2022 03:13,Mohamed-Omran,Prefixes,GNU C++20 (64),1216,A
160772265,Jun/16/2022 03:26,Mohamed-Omran,Shooting,GNU C++20 (64),1216,B
160974840,Jun/17/2022 18:34,Mohamed-Omran,Creep,GNU C++20 (64),1694,A
160979263,Jun/17/2022 19:26,Mohamed-Omran,Paranoid String,GNU C++20 (64),1694,B
160982978,Jun/17/2022 20:10,Mohamed-Omran,Directional Increase,GNU C++20 (64),1694,C
160994571,Jun/17/2022 23:03,Mohamed-Omran,Move Brackets,GNU C++20 (64),1374,C
160995821,Jun/17/2022 23:30,Mohamed-Omran,Required Remainder,GNU C++20 (64),1374,A
160999586,Jun/18/2022 01:25,Mohamed-Omran,Zero Remainder Array,GNU C++20 (64),1374,D
161001020,Jun/18/2022 02:31,Mohamed-Omran,Most Unstable Array,GNU C++20 (64),1353,A
161001170,Jun/18/2022 02:41,Mohamed-Omran,Two Arrays And Swaps,GNU C++20 (64),1353,B
161001546,Jun/18/2022 03:00,Mohamed-Omran,Board Moves,GNU C++20 (64),1353,C
161045042,Jun/18/2022 17:12,Mohamed-Omran,Choose Two Numbers,GNU C++20 (64),1206,A
161078916,Jun/18/2022 18:18,Mohamed-Omran,Subrectangle Guess,GNU C++20 (64),1695,A
161092668,Jun/18/2022 18:41,Mohamed-Omran,Circle Game,GNU C++20 (64),1695,B
161228142,Jun/19/2022 16:11,Mohamed-Omran,Candies,GNU C++20 (64),1343,A
161236750,Jun/19/2022 18:02,Mohamed-Omran,Balanced Array,GNU C++20 (64),1343,B
161260229,Jun/20/2022 01:26,Mohamed-Omran,Two Rival Students,GNU C++20 (64),1257,A
161260765,Jun/20/2022 01:54,Mohamed-Omran,Magic Stick,GNU C++20 (64),1257,B
161261616,Jun/20/2022 02:44,Mohamed-Omran,Dominated Subarray,GNU C++20 (64),1257,C
161320569,Jun/20/2022 18:40,Mohamed-Omran,Nearest Interesting Number,GNU C++20 (64),1183,A
161322371,Jun/20/2022 19:02,Mohamed-Omran,Equalize Prices,GNU C++20 (64),1183,B
161328427,Jun/20/2022 20:18,Mohamed-Omran,Computer Game,GNU C++20 (64),1183,C
161329548,Jun/20/2022 20:32,Mohamed-Omran,Computer Game,GNU C++20 (64),1183,C
161344989,Jun/21/2022 00:35,Mohamed-Omran,Make Product Equal One,GNU C++20 (64),1206,B
161347135,Jun/21/2022 01:55,Mohamed-Omran,I'm bored with life,GNU C++20 (64),822,A
161410442,Jun/21/2022 19:21,Mohamed-Omran,Repeating Cipher,GNU C++20 (64),1095,A
161411337,Jun/21/2022 19:32,Mohamed-Omran,Array Stabilization,GNU C++20 (64),1095,B
161415538,Jun/21/2022 20:26,Mohamed-Omran,Powers Of Two,GNU C++20 (64),1095,C
161428018,Jun/22/2022 00:00,Mohamed-Omran,Tanya and Stairways,GNU C++20 (64),1005,A
161428870,Jun/22/2022 00:24,Mohamed-Omran,Chips Moving,GNU C++17,1213,A
161429091,Jun/22/2022 00:31,Mohamed-Omran,Bad Prices,GNU C++17,1213,B
161430978,Jun/22/2022 01:46,Mohamed-Omran,Book Reading,GNU C++17,1213,C
161487008,Jun/22/2022 18:10,Mohamed-Omran,2048 Game,GNU C++17,1221,A
161493898,Jun/22/2022 19:43,Mohamed-Omran,Perfect Team,GNU C++20 (64),1221,C
161498437,Jun/22/2022 20:50,Mohamed-Omran,z sort,GNU C++20 (64),652,B
161499234,Jun/22/2022 21:02,Mohamed-Omran,Professor GukiZ's Robot,GNU C++20 (64),620,A
161499793,Jun/22/2022 21:09,Mohamed-Omran,Grandfather Dovlet’s calculator,GNU C++20 (64),620,B
161500510,Jun/22/2022 21:20,Mohamed-Omran,Summer Camp,GNU C++20 (64),672,A
161501018,Jun/22/2022 21:26,Mohamed-Omran,Different is Good,GNU C++20 (64),672,B
161580997,Jun/23/2022 21:11,Mohamed-Omran,String Similarity,GNU C++20 (64),1400,A
161588535,Jun/23/2022 23:19,Mohamed-Omran,Omkar and Completion,GNU C++20 (64),1372,A
