#,When,Who,Language,Time,Memory,Number_Class,Problem_name,Number,Class
104528963,Jan/16/2021 20:12,RetiringNextCentury,GNU C++14,62 ms,0 KB,136A,Presents,136,A
194092364,Feb/18/2023 12:10,NawarAlTibi,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
169741286,Aug/26/2022 23:15,sarah.m.akkad,GNU C++17,30 ms,3900 KB,136A,Presents,136,A
197293913,Mar/13/2023 23:07,_s_h_a_m__,GNU C++17,30 ms,0 KB,136A,Presents,136,A
48425611,Jan/15/2019 17:46,Yaman_Alwaza,GNU C++17,62 ms,300 KB,136A,Presents,136,A
187251801,Dec/30/2022 17:23,Lanakhaled,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
79383336,May/08/2020 16:44,AhmadShahal,GNU C++17,62 ms,3900 KB,136A,Presents,136,A
68151476,Jan/04/2020 10:05,Diab,GNU C++17,62 ms,0 KB,136A,Presents,136,A
126213954,Aug/18/2021 00:29,Diab,GNU C++17,62 ms,3700 KB,136A,Presents,136,A
35503241,Feb/19/2018 22:51,Raneem.Alhassan,GNU C++14,30 ms,1900 KB,136A,Presents,136,A
109269164,Mar/06/2021 18:56,AhmadShahal,GNU C++17,62 ms,0 KB,136A,Presents,136,A
149546272,Mar/13/2022 19:40,sanji333333,GNU C++17,30 ms,0 KB,136A,Presents,136,A
153055060,Apr/08/2022 18:42,_Salty,GNU C++17,30 ms,0 KB,136A,Presents,136,A
179471231,Nov/05/2022 23:03,7amzahsa,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
105466571,Jan/26/2021 13:26,_SADIEM_,GNU C++14,62 ms,0 KB,136A,Presents,136,A
87870475,Jul/24/2020 17:25,abdalkader-s,GNU C++14,92 ms,3700 KB,136A,Presents,136,A
157119634,May/14/2022 09:22,dee..,GNU C++17,30 ms,0 KB,136A,Presents,136,A
163127101,Jul/07/2022 19:05,Alhomse,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
167840041,Aug/11/2022 10:46,sanji333333,GNU C++17,30 ms,0 KB,136A,Presents,136,A
16671627,Mar/12/2016 14:23,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,136A,Presents,136,A
159882462,Jun/08/2022 00:26,AbodeKu,GNU C++14,30 ms,0 KB,136A,Presents,136,A
182267160,Nov/23/2022 18:32,Mohammed_Abdelkareem,GNU C++17,30 ms,100 KB,136A,Presents,136,A
153109127,Apr/09/2022 07:05,Grapeee,GNU C++20 (64),30 ms,100 KB,136A,Presents,136,A
178612007,Oct/30/2022 21:02,Mohammad_Alassali,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
143164571,Jan/18/2022 01:11,_OmarAbdo,GNU C++14,30 ms,0 KB,136A,Presents,136,A
112188358,Apr/07/2021 04:42,_SADIEM_,GNU C++14,62 ms,0 KB,136A,Presents,136,A
207800971,May/30/2023 01:03,Karam_mohmd,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
172170992,Sep/14/2022 20:24,ghina.alrefai,GNU C++20 (64),30 ms,0 KB,136A,Presents,136,A
109151431,Mar/05/2021 15:43,Brre.Hemo,GNU C++17,62 ms,0 KB,136A,Presents,136,A
166050441,Jul/29/2022 00:00,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
166044676,Jul/28/2022 22:30,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
166052696,Jul/29/2022 00:44,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
147936496,Feb/28/2022 14:35,anas_allaham,MS C++ 2017,15 ms,0 KB,486A,Calculating Function,486,A
179439942,Nov/05/2022 16:47,IT-24-,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
104621886,Jan/18/2021 01:53,RetiringNextCentury,GNU C++14,31 ms,0 KB,486A,Calculating Function,486,A
185924829,Dec/19/2022 11:30,043_33798_Nuraiym-7,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
198107777,Mar/19/2023 17:15,ShathaS2003,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
166050070,Jul/28/2022 23:53,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
34721833,Jan/31/2018 00:48,SaeedSabbagh,GNU C++14,15 ms,1900 KB,486A,Calculating Function,486,A
16650091,Mar/11/2016 17:04,RedNextCentury,GNU C++11,15 ms,0 KB,486A,Calculating Function,486,A
146979630,Feb/20/2022 01:23,Zeina_Albarre,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
165224041,Jul/21/2022 20:33,OmranMk,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
166044825,Jul/28/2022 22:32,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
159268906,Jun/02/2022 18:49,Waellhasan,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
173245233,Sep/23/2022 20:25,codeiologist,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
36422035,Mar/20/2018 02:22,samer_orfali,GNU C++,30 ms,3400 KB,486A,Calculating Function,486,A
161895751,Jun/26/2022 23:52,Conan_y65,GNU C++20 (64),15 ms,1200 KB,486A,Calculating Function,486,A
150050629,Mar/18/2022 20:10,7nooOoOoon,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
170663169,Sep/02/2022 22:05,sarah.m.akkad,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
153000928,Apr/08/2022 13:20,ghina.alrefai,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
115467539,May/07/2021 04:35,Alhomse,MS C++ 2017,31 ms,3900 KB,486A,Calculating Function,486,A
171617638,Sep/10/2022 16:58,Kareembo,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
181667785,Nov/20/2022 00:26,Abd_HM,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
109402714,Mar/08/2021 16:52,ali.alnahhas.22,GNU C++11,15 ms,0 KB,486A,Calculating Function,486,A
103045615,Jan/02/2021 19:28,Amr_Kart,GNU C++11,31 ms,0 KB,486A,Calculating Function,486,A
166008705,Jul/28/2022 16:08,Anti_tourist4000,GNU C++14,15 ms,0 KB,486A,Calculating Function,486,A
159289048,Jun/02/2022 22:41,Mohammed--alhefawe,GNU C++17,0 ms,0 KB,486A,Calculating Function,486,A
160461573,Jun/13/2022 22:40,a7mad_taieb,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
196239966,Mar/06/2023 13:38,MuhannadW,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
136797160,Nov/25/2021 09:07,043_33798_Nuraiym-7,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
174531035,Oct/03/2022 18:31,A.M.B.E,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
152803539,Apr/06/2022 02:46,MouayadL7,GNU C++14,15 ms,0 KB,486A,Calculating Function,486,A
176802404,Oct/17/2022 22:45,Bicso,GNU C++14,15 ms,0 KB,486A,Calculating Function,486,A
172490190,Sep/17/2022 21:36,Wiaam_SA,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
161124693,Jun/18/2022 21:12,HASSAN_GH,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
161162892,Jun/19/2022 10:59,obadaa.masri,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
187526794,Jan/01/2023 16:38,NawarAlTibi,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
173003766,Sep/22/2022 01:47,M.Qattan,GNU C++14,15 ms,0 KB,486A,Calculating Function,486,A
24178822,Jan/27/2017 03:47,Grapeee,GNU C++,31 ms,2000 KB,486A,Calculating Function,486,A
79115614,May/06/2020 10:11,AhmadShahal,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
68155697,Jan/04/2020 11:52,Diab,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
157170498,May/14/2022 13:23,OmranMk,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
49769632,Feb/11/2019 16:07,Yaman_Alwaza,GNU C++17,31 ms,300 KB,486A,Calculating Function,486,A
79308451,May/07/2020 19:32,3bdo_Farah,GNU C++14,46 ms,3600 KB,486A,Calculating Function,486,A
148501315,Mar/06/2022 00:35,AbodeKu,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
143714685,Jan/22/2022 22:33,Bassam1412,GNU C++17,30 ms,0 KB,486A,Calculating Function,486,A
63992494,Nov/01/2019 16:35,sepsa.m,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
150137789,Mar/19/2022 15:46,KHALED.TELLO,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
199877203,Mar/30/2023 22:52,mohammed_kurdi,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
34721732,Jan/31/2018 00:41,Bsher,GNU C++14,15 ms,1900 KB,486A,Calculating Function,486,A
68492027,Jan/10/2020 15:03,Brre.Hemo,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
182234274,Nov/23/2022 13:36,Abdulrhaim_Ma,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
148028235,Mar/01/2022 15:22,AbdAR,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
148484158,Mar/05/2022 19:57,Alaa-Kaadan,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
155396269,Apr/30/2022 17:12,M.Qattan,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
110171832,Mar/17/2021 15:29,Mohamed-Omran,GNU C++17,30 ms,0 KB,486A,Calculating Function,486,A
197079523,Mar/12/2023 17:46,Zaid_Al_Habbal,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
102067377,Dec/22/2020 21:06,Diab,GNU C++14,31 ms,0 KB,486A,Calculating Function,486,A
149256625,Mar/11/2022 16:24,Lanakhaled,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
183389261,Nov/30/2022 20:21,099450735z,GNU C++17 (64),15 ms,0 KB,486A,Calculating Function,486,A
107968272,Feb/19/2021 20:26,DARK-N,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
177777524,Oct/24/2022 17:32,MarioAndrawos,GNU C++17 (64),15 ms,0 KB,486A,Calculating Function,486,A
199422194,Mar/27/2023 17:29,abdalrhman.alkafry,GNU C++17 (64),15 ms,0 KB,486A,Calculating Function,486,A
167984460,Aug/12/2022 17:39,masa_beydoun,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
156819090,May/11/2022 13:32,AbodeKu,GNU C++17 (64),15 ms,0 KB,486A,Calculating Function,486,A
172181010,Sep/14/2022 22:35,Conan_y65,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
148399567,Mar/05/2022 00:17,ZENGOO,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
148640463,Mar/06/2022 22:25,7amzahsa,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
125927310,Aug/15/2021 15:54,Ahmed-yaser,GNU C++17,31 ms,3700 KB,486A,Calculating Function,486,A
157295150,May/15/2022 13:56,dee..,GNU C++17,15 ms,1000 KB,486A,Calculating Function,486,A
168008066,Aug/12/2022 21:22,Mohammad_Alassali,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
181501714,Nov/18/2022 19:24,Mohammed_Abdelkareem,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
149738520,Mar/15/2022 19:30,sanji333333,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
179467091,Nov/05/2022 22:13,anas_allaham,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
149462397,Mar/12/2022 22:53,_Salty,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
174624722,Oct/04/2022 15:57,_Salty,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
73333794,Mar/15/2020 15:31,Raneem.Alhassan,GNU C++11,31 ms,0 KB,486A,Calculating Function,486,A
91626147,Sep/02/2020 11:57,Fadi_Futainah,GNU C++14,31 ms,0 KB,486A,Calculating Function,486,A
79624850,May/10/2020 10:17,RamaRehawi,GNU C++17,31 ms,3600 KB,486A,Calculating Function,486,A
171296244,Sep/08/2022 07:24,Nour-Aldeen,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
16461936,Mar/02/2016 13:31,Mohammad_Kartoumeh,GNU C++,15 ms,0 KB,486A,Calculating Function,486,A
199972483,Mar/31/2023 17:52,kinannotfound,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
170885546,Sep/04/2022 21:51,sanji333333,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
203742681,Apr/28/2023 01:10,IT-24-,GNU C++17,15 ms,0 KB,486A,Calculating Function,486,A
123696819,Jul/25/2021 14:12,_SADIEM_,GNU C++17,46 ms,3700 KB,486A,Calculating Function,486,A
88382663,Jul/29/2020 22:42,yaser.harba,GNU C++14,31 ms,3600 KB,486A,Calculating Function,486,A
109423626,Mar/08/2021 22:17,AhmadShahal,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
110727498,Mar/22/2021 14:23,Brre.Hemo,GNU C++17,31 ms,0 KB,486A,Calculating Function,486,A
192996921,Feb/10/2023 01:43,_SADIEM_,GNU C++20 (64),15 ms,0 KB,486A,Calculating Function,486,A
167110472,Aug/05/2022 16:46,kinannotfound,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
167110373,Aug/05/2022 16:45,kinannotfound,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
198106322,Mar/19/2023 17:01,ShathaS2003,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
147937451,Feb/28/2022 14:45,anas_allaham,MS C++ 2017,30 ms,0 KB,200B,Drinks,200,B
70276996,Feb/04/2020 18:39,-_Thunder_-,GNU C++17,62 ms,0 KB,200B,Drinks,200,B
15459896,Jan/21/2016 01:45,RedNextCentury,MS C++,30 ms,0 KB,200B,Drinks,200,B
160384336,Jun/13/2022 01:56,HASSAN_GH,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
34003964,Jan/08/2018 16:01,SaeedSabbagh,GNU C++14,30 ms,2000 KB,200B,Drinks,200,B
118093659,Jun/01/2021 16:17,RetiringNextCentury,GNU C++17,62 ms,200 KB,200B,Drinks,200,B
167711425,Aug/10/2022 09:14,Lanakhaled,GNU C++17 (64),30 ms,0 KB,200B,Drinks,200,B
178501976,Oct/30/2022 13:47,Ansam092,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
136808763,Nov/25/2021 10:37,043_33798_Nuraiym-7,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
34891775,Feb/03/2018 13:33,Bsher,GNU C++14,30 ms,2000 KB,200B,Drinks,200,B
182397882,Nov/24/2022 22:20,099450735z,GNU C++17 (64),30 ms,0 KB,200B,Drinks,200,B
64310375,Nov/05/2019 15:35,sepsa.m,GNU C++17,62 ms,0 KB,200B,Drinks,200,B
104545264,Jan/17/2021 02:20,RetiringNextCentury,GNU C++14,62 ms,100 KB,200B,Drinks,200,B
143716613,Jan/22/2022 23:09,Bassam1412,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
69044180,Jan/18/2020 13:43,Diab,GNU C++17,62 ms,200 KB,200B,Drinks,200,B
168437561,Aug/15/2022 23:27,Conan_y65,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
103112542,Jan/03/2021 19:13,Amr_Kart,GNU C++11,62 ms,0 KB,200B,Drinks,200,B
159289924,Jun/02/2022 22:55,Mohammed--alhefawe,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
148495303,Mar/05/2022 22:39,ZENGOO,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
109763895,Mar/12/2021 11:19,DARK-N,GNU C++17,62 ms,0 KB,200B,Drinks,200,B
196248854,Mar/06/2023 14:50,MuhannadW,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
167956470,Aug/12/2022 12:42,masa_beydoun,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
172494863,Sep/17/2022 22:37,Wiaam_SA,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
173224620,Sep/23/2022 17:37,Abdulrhaim_Ma,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
173325132,Sep/24/2022 16:09,codeiologist,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
87210914,Jul/18/2020 11:34,AhmadShahal,GNU C++17,62 ms,3800 KB,200B,Drinks,200,B
17351491,Apr/16/2016 21:19,Mohammad_Kartoumeh,GNU C++,30 ms,0 KB,200B,Drinks,200,B
32271229,Nov/12/2017 23:02,Grapeee,GNU C++,62 ms,0 KB,200B,Drinks,200,B
37105031,Apr/08/2018 19:48,samer_orfali,GNU C++,62 ms,3400 KB,200B,Drinks,200,B
160462198,Jun/13/2022 22:51,a7mad_taieb,GNU C++20 (64),0 ms,0 KB,200B,Drinks,200,B
180515410,Nov/11/2022 22:31,obada_katma,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
58571054,Aug/11/2019 13:13,yaser.harba,GNU C++17,62 ms,100 KB,200B,Drinks,200,B
91626974,Sep/02/2020 12:12,Fadi_Futainah,GNU C++14,62 ms,0 KB,200B,Drinks,200,B
114697009,Apr/30/2021 17:40,Alhomse,MS C++ 2017,62 ms,300 KB,200B,Drinks,200,B
155397694,Apr/30/2022 17:31,M.Qattan,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
178447552,Oct/29/2022 22:33,Bicso,GNU C++14,30 ms,0 KB,200B,Drinks,200,B
68561094,Jan/10/2020 21:58,Brre.Hemo,GNU C++17,62 ms,0 KB,200B,Drinks,200,B
101156323,Dec/14/2020 12:30,3bdo_Farah,GNU C++14,62 ms,200 KB,200B,Drinks,200,B
176805350,Oct/17/2022 23:21,Bicso,GNU C++14,30 ms,100 KB,200B,Drinks,200,B
121711436,Jul/08/2021 13:16,Ahmed-yaser,GNU C++17,60 ms,200 KB,200B,Drinks,200,B
115795780,May/09/2021 17:25,ali.alnahhas.22,GNU C++11,60 ms,3800 KB,200B,Drinks,200,B
171534788,Sep/09/2022 21:03,Kareembo,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
201680579,Apr/10/2023 18:02,NawarAlTibi,GNU C++20 (64),0 ms,0 KB,200B,Drinks,200,B
150065511,Mar/18/2022 22:38,7nooOoOoon,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
115151440,May/05/2021 00:27,Ahmed-yaser,GNU C++17,60 ms,0 KB,200B,Drinks,200,B
153678662,Apr/15/2022 01:32,MouayadL7,GNU C++14,30 ms,0 KB,200B,Drinks,200,B
48102211,Jan/09/2019 01:23,Yaman_Alwaza,GNU C++17,30 ms,200 KB,200B,Drinks,200,B
161713641,Jun/25/2022 12:55,Waellhasan,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
148036766,Mar/01/2022 16:56,AbdAR,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
157136430,May/14/2022 12:22,dee..,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
181514678,Nov/18/2022 19:50,Mohammed_Abdelkareem,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
166044417,Jul/28/2022 22:26,OmranMk,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
157123938,May/14/2022 10:06,dee..,GNU C++17,62 ms,0 KB,200B,Drinks,200,B
177780481,Oct/24/2022 18:02,MarioAndrawos,GNU C++17 (64),30 ms,0 KB,200B,Drinks,200,B
149799311,Mar/16/2022 12:49,sanji333333,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
153116881,Apr/09/2022 09:10,_Salty,GNU C++17,30 ms,100 KB,200B,Drinks,200,B
158891689,May/30/2022 19:06,7amzahsa,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
17523672,Apr/26/2016 18:01,Zaher,GNU C++11,30 ms,2200 KB,200B,Drinks,200,B
165705386,Jul/25/2022 21:03,Nour-Aldeen,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
175093528,Oct/08/2022 10:53,obadaa.masri,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
206087967,May/16/2023 15:43,_s_h_a_m__,GNU C++17,30 ms,0 KB,200B,Drinks,200,B
127856027,Sep/04/2021 19:03,_SADIEM_,GNU C++17,62 ms,3700 KB,200B,Drinks,200,B
160042869,Jun/09/2022 20:53,Mohamed-Omran,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
153835148,Apr/16/2022 23:13,_SADIEM_,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
188202536,Jan/06/2023 14:11,0xessam,GNU C++20 (64),30 ms,0 KB,200B,Drinks,200,B
166984970,Aug/04/2022 18:35,kinannotfound,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
166984786,Aug/04/2022 18:35,kinannotfound,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
166984515,Aug/04/2022 18:34,kinannotfound,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
166983369,Aug/04/2022 18:32,kinannotfound,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
166982969,Aug/04/2022 18:31,kinannotfound,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
104606772,Jan/17/2021 20:17,RetiringNextCentury,GNU C++14,60 ms,0 KB,318A,Even Odds,318,A
36950557,Apr/04/2018 16:20,samer_orfali,GNU C++,62 ms,3400 KB,318A,Even Odds,318,A
141274356,Dec/31/2021 23:36,a7mad_taieb,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
170142194,Aug/30/2022 12:46,sarah.m.akkad,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
196139918,Mar/05/2023 16:23,_s_h_a_m__,GNU C++17,0 ms,0 KB,318A,Even Odds,318,A
159930473,Jun/08/2022 14:22,Waellhasan,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
161136016,Jun/19/2022 00:20,obadaa.masri,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
199230779,Mar/26/2023 14:41,ghaith.clash88,GNU C++17 (64),0 ms,0 KB,318A,Even Odds,318,A
107962770,Feb/19/2021 19:25,DARK-N,GNU C++17,60 ms,0 KB,318A,Even Odds,318,A
35817586,Mar/01/2018 23:22,Raneem.Alhassan,GNU C++14,30 ms,1900 KB,318A,Even Odds,318,A
70744068,Feb/10/2020 19:49,sepsa.m,GNU C++17,62 ms,0 KB,318A,Even Odds,318,A
122934119,Jul/18/2021 16:14,Ahmed-yaser,GNU C++17,62 ms,3700 KB,318A,Even Odds,318,A
182430088,Nov/25/2022 09:58,dee..,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
70212975,Feb/04/2020 11:51,3bdo_Farah,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
159102543,May/31/2022 23:53,Mohammed--alhefawe,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
184392881,Dec/08/2022 23:02,A.M.B.E,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
70085581,Feb/02/2020 20:03,3bdo_Farah,GNU C++17,62 ms,0 KB,318A,Even Odds,318,A
34721337,Jan/31/2018 00:12,SaeedSabbagh,GNU C++14,30 ms,1900 KB,318A,Even Odds,318,A
174245464,Oct/01/2022 15:01,MuhammadMak,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
147934116,Feb/28/2022 14:07,anas_allaham,MS C++ 2017,30 ms,0 KB,318A,Even Odds,318,A
172606768,Sep/19/2022 01:39,M.Qattan,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
34721444,Jan/31/2018 00:18,Bsher,GNU C++14,30 ms,1800 KB,318A,Even Odds,318,A
72470684,Mar/04/2020 23:08,AhmadShahal,GNU C++14,62 ms,0 KB,318A,Even Odds,318,A
182431446,Nov/25/2022 10:17,dee..,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
34459996,Jan/22/2018 23:29,abdalkader-s,GNU C++14,30 ms,1900 KB,318A,Even Odds,318,A
178658973,Oct/31/2022 11:40,7nooOoOoon,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
199415908,Mar/27/2023 16:44,Alaa_em_123,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
17384506,Apr/19/2016 11:01,Zaher,GNU C++11,30 ms,2200 KB,318A,Even Odds,318,A
181667311,Nov/20/2022 00:16,Abd_HM,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
173127111,Sep/23/2022 05:51,codeiologist,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
173802299,Sep/28/2022 13:53,IT-24-,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
173802345,Sep/28/2022 13:54,ZENGOO,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
161117804,Jun/18/2022 19:53,HASSAN_GH,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
182207201,Nov/23/2022 08:53,obada_katma,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
152616430,Apr/03/2022 23:55,7nooOoOoon,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
126996325,Aug/25/2021 21:40,Diab,GNU C++17,60 ms,3700 KB,318A,Even Odds,318,A
68418786,Jan/08/2020 23:22,Diab,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
71246044,Feb/16/2020 23:58,Brre.Hemo,GNU C++17,62 ms,0 KB,318A,Even Odds,318,A
196576249,Mar/09/2023 07:35,MuhannadW,GNU C++17,0 ms,0 KB,318A,Even Odds,318,A
174580116,Oct/04/2022 08:25,Wiaam_SA,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
174290715,Oct/01/2022 22:20,_Salty,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
156944605,May/12/2022 20:18,OmranMk,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
152801936,Apr/06/2022 01:51,MouayadL7,GNU C++14,30 ms,0 KB,318A,Even Odds,318,A
169326733,Aug/22/2022 14:28,sanji333333,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
163157052,Jul/08/2022 04:11,Alhomse,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
156944658,May/12/2022 20:18,OmranMk,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
168251410,Aug/14/2022 12:51,dee..,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
190598585,Jan/26/2023 01:56,7amzahsa,GNU C++20 (64),60 ms,0 KB,318A,Even Odds,318,A
127907896,Sep/05/2021 13:58,_SADIEM_,GNU C++17,62 ms,3700 KB,318A,Even Odds,318,A
127908001,Sep/05/2021 14:00,_SADIEM_,GNU C++17,62 ms,3700 KB,318A,Even Odds,318,A
198445659,Mar/21/2023 08:36,The_soviet_cat,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
161376745,Jun/21/2022 12:25,AbodeKu,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
180148151,Nov/09/2022 05:00,8_8_2003_aliqasm,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
201108477,Apr/07/2023 10:24,Lanakhaled,GNU C++20 (64),30 ms,0 KB,318A,Even Odds,318,A
48089796,Jan/08/2019 16:11,Yaman_Alwaza,GNU C++17,30 ms,300 KB,318A,Even Odds,318,A
195413663,Mar/01/2023 09:57,NawarAlTibi,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
190771467,Jan/27/2023 17:28,Grapeee,GNU C++17,30 ms,0 KB,318A,Even Odds,318,A
109356182,Mar/07/2021 21:23,AhmadShahal,GNU C++17,62 ms,0 KB,318A,Even Odds,318,A
171170961,Sep/06/2022 23:34,Conan_y65,GNU C++20 (64),0 ms,0 KB,318A,Even Odds,318,A
