Student,Problem Name,A,B,C,D,J,E,L,K,G,H,B1,B2,G1,F,I,M,B3,D1,D2,Y,X,Z,R,N,L1,L2,C1,F1,E1,C2,100,F2,E2,Q,P,A1,A2,O,U,W,T,G3,G2,F3,1,S,101,H1,H2,123,problem_difficulty,solving_times,Tag_binarysearch,Tag_bitmasks,Tag_bruteforce,Tag_constructivealgorithms,Tag_datastructures,Tag_dp,Tag_expressionparsing,Tag_graphmatchings,Tag_greedy,Tag_hashing,Tag_implementation,Tag_math,Tag_numbertheory,Tag_shortestpaths,Tag_sortings,Tag_specialproblem,Tag_strings,Tag_twopointers,Problem Class A,Problem Class B,previous_solved_problems_count,y,الأساسيات,أنواع البيانات,المتغيرات,التعامل مع الأعداد,التعامل مع النصوص,العوامل,المصفوفات,الدوال,الحلقات,الشروط,tutorial_difficulty
RetiringNextCentury,Elephant,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,41.973490427098774,1,1,0,0,0,1,0,0,0,1,69.37285223367712
HASSAN_GH,Elephant,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32,28.805336567616752,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Brre.Hemo,Elephant,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42,93.6799641416407,1,1,0,0,0,1,0,0,0,1,69.37285223367712
codeiologist,Elephant,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,28.805336567616752,1,1,0,0,0,1,0,0,0,1,69.37285223367712
DARK-N,Elephant,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,58,50.92783505154648,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Kareembo,Elephant,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,22,43.528064146620935,1,1,0,0,0,1,0,0,0,1,69.37285223367712
masa_beydoun,Elephant,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,28.805336567616752,1,1,0,0,0,1,0,0,0,1,69.37285223367712
kinannotfound,Elephant,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,7.53370340999207,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Abd_HM,Elephant,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Ahmed-yaser,Elephant,63,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,65,32.646048109965726,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Diab,Elephant,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,67.80333068992867,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Bsher,Elephant,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,38.3236216943076,1,1,0,0,0,1,0,0,0,1,69.37285223367712
dee..,Elephant,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23,41.973490427098774,1,1,0,0,0,1,0,0,0,1,69.37285223367712
_SADIEM_,Elephant,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19,45.385969323610865,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Mohammed_Abdelkareem,Elephant,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,35,27.422680412371182,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Wiaam_SA,Elephant,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,91.18378954852487,1,1,0,0,0,1,0,0,0,1,69.37285223367712
a7mad_taieb,Elephant,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,19.587628865979415,1,1,0,0,0,1,0,0,0,1,69.37285223367712
SaeedSabbagh,Elephant,83,29,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,121,0.0,1,1,0,0,0,1,0,0,0,1,69.37285223367712
_Salty,Elephant,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,32.64604810996561,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Alhomse,Elephant,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,40.065604498594226,1,1,0,0,0,1,0,0,0,1,69.37285223367712
AbdAR,Elephant,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,36.08247422680421,1,1,0,0,0,1,0,0,0,1,69.37285223367712
RedNextCentury,Elephant,208,186,91,63,5,18,4,7,9,6,1,1,1,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,619,39.17525773195883,1,1,0,0,0,1,0,0,0,1,69.37285223367712
MouayadL7,Elephant,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,39.17525773195883,1,1,0,0,0,1,0,0,0,1,69.37285223367712
3bdo_Farah,Elephant,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,54.410080183276136,1,1,0,0,0,1,0,0,0,1,69.37285223367712
sanji333333,Elephant,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,51.30093274423182,1,1,0,0,0,1,0,0,0,1,69.37285223367712
_s_h_a_m__,Elephant,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,36.08247422680421,1,1,0,0,0,1,0,0,0,1,69.37285223367712
sepsa.m,Elephant,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,51.84960582171026,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Bassam1412,Elephant,34,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,46,40.327471194663566,1,1,0,0,0,1,0,0,0,1,69.37285223367712
MarioAndrawos,Elephant,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14,40.807560137457074,1,1,0,0,0,1,0,0,0,1,69.37285223367712
NawarAlTibi,Elephant,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,51.30093274423171,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Lanakhaled,Elephant,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11,37.66851704996041,1,1,0,0,0,1,0,0,0,1,69.37285223367712
obadaa.masri,Elephant,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28,-5.761067313523351,1,1,0,0,0,1,0,0,0,1,69.37285223367712
obada_katma,Elephant,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,76.17411225658665,1,1,0,0,0,1,0,0,0,1,69.37285223367712
043_33798_Nuraiym-7,Elephant,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,97.93814432989707,1,1,0,0,0,1,0,0,0,1,69.37285223367712
7nooOoOoon,Elephant,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,39.17525773195883,1,1,0,0,0,1,0,0,0,1,69.37285223367712
ghina.alrefai,Elephant,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16,93.77056372011427,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Amr_Kart,Elephant,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,91.61955437312947,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Mohammad_Alassali,Elephant,94,30,17,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,149,2.083790304891453,1,1,0,0,0,1,0,0,0,1,69.37285223367712
IT-24-,Elephant,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,37.66851704996041,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Conan_y65,Elephant,32,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,42,63.37174044875697,1,1,0,0,0,1,0,0,0,1,69.37285223367712
7amzahsa,Elephant,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,26,105.77319587628884,1,1,0,0,0,1,0,0,0,1,69.37285223367712
M.Qattan,Elephant,139,90,45,16,1,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,301,19.587628865979415,1,1,0,0,0,1,0,0,0,1,69.37285223367712
ShathaS2003,Elephant,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,97.93814432989696,1,1,0,0,0,1,0,0,0,1,69.37285223367712
anas_allaham,Elephant,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7,48.969072164948535,1,1,0,0,0,1,0,0,0,1,69.37285223367712
ZENGOO,Elephant,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,51.84960582171026,1,1,0,0,0,1,0,0,0,1,69.37285223367712
abdalrhman.alkafry,Elephant,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,46.83998207082035,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Anti_tourist4000,Elephant,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32,86.41600970285037,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Hamza_Alattar.1,Elephant,54,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,63,44.517338331771434,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Bicso,Elephant,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13,103.69921164342043,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Zeina_Albarre,Elephant,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31,8.90346766635431,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Abdulrhaim_Ma,Elephant,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,103.23209807745909,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Nour-Aldeen,Elephant,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,39.90072546773587,1,1,0,0,0,1,0,0,0,1,69.37285223367712
0xessam,Elephant,188,63,15,3,1,4,2,1,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,284,62.324273664479946,1,1,0,0,0,1,0,0,0,1,69.37285223367712
ghaith.clash88,Elephant,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,46.83998207082035,1,1,0,0,0,1,0,0,0,1,69.37285223367712
A.M.B.E,Elephant,48,7,5,4,0,3,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,72,37.66851704996041,1,1,0,0,0,1,0,0,0,1,69.37285223367712
099450735z,Elephant,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,93.16067387478014,1,1,0,0,0,1,0,0,0,1,69.37285223367712
abdalkader-s,Elephant,31,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,37,92.64419058233506,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Ansam092,Elephant,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,75.33703409992081,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Alaa-Kaadan,Elephant,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,32.646048109965726,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Grapeee,Elephant,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,56.701030927835085,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Raneem.Alhassan,Elephant,57,26,8,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,96,91.61955437312947,1,1,0,0,0,1,0,0,0,1,69.37285223367712
RamaRehawi,Elephant,33,24,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800,135582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,66,22.601110229976264,1,1,0,0,0,1,0,0,0,1,69.37285223367712
Mohammed--alhefawe,Football,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,18,85.16360376512783,1,1,1,0,1,1,1,0,1,1,57.13058419243988
OmranMk,Football,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,65,60.269627279936664,1,1,1,0,1,1,1,0,1,1,57.13058419243988
RetiringNextCentury,Football,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,15,75.16183169503734,1,1,1,0,1,1,1,0,1,1,57.13058419243988
HASSAN_GH,Football,27,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,31,82.87073750991293,1,1,1,0,1,1,1,0,1,1,57.13058419243988
Brre.Hemo,Football,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,26,82.87073750991281,1,1,1,0,1,1,1,0,1,1,57.13058419243988
codeiologist,Football,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,49,56.940781587149424,1,1,1,0,1,1,1,0,1,1,57.13058419243988
DARK-N,Football,169,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,125846,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,185,55.749405233941395,1,1,1,0,1,1,1,0,1,1,57.13058419243988
