#,When,Who,Problem Name,Lang,Number,Class,Number_Class
191242038,2023-01-30 14:36:00,043_33798_Nuraiym-7,ThreeDoors,GNU C++17,1709,A,1709A
191242355,2023-01-30 14:40:00,043_33798_Nuraiym-7,Sumof2050,GNU C++17,1517,A,1517A
191242387,2023-01-30 14:40:00,043_33798_Nuraiym-7,TwoRabbits,GNU C++17,1304,A,1304A
191242538,2023-01-30 14:42:00,043_33798_Nuraiym-7,XORwice,GNU C++17,1421,A,1421A
191242634,2023-01-30 14:43:00,043_33798_Nuraiym-7,SpaceNavigation,GNU C++17,1481,A,1481A
191528655,2023-02-01 15:31:00,043_33798_Nuraiym-7,PermutationValue,GNU C++17,1743,B,1743B
191528790,2023-02-01 15:32:00,043_33798_Nuraiym-7,Whatisfordinner?,GNU C++17,33,A,33A
191531734,2023-02-01 15:52:00,043_33798_Nuraiym-7,ComputerGame,GNU C++17,1598,A,1598A
191531797,2023-02-01 15:53:00,043_33798_Nuraiym-7,Badge,GNU C++17,1020,B,1020B
191685370,2023-02-02 12:41:00,043_33798_Nuraiym-7,MakeEven,GNU C++17,1611,A,1611A
191692067,2023-02-02 13:37:00,043_33798_Nuraiym-7,FashionabLee,GNU C++17,1369,A,1369A
191692149,2023-02-02 13:38:00,043_33798_Nuraiym-7,RestorethePermutationbyMerger,GNU C++17,1385,B,1385B
191692306,2023-02-02 13:40:00,043_33798_Nuraiym-7,EhAbAnDgCd,GNU C++17,1325,A,1325A
191692369,2023-02-02 13:40:00,043_33798_Nuraiym-7,TwoElevators,GNU C++17,1729,A,1729A
191692663,2023-02-02 13:43:00,043_33798_Nuraiym-7,"Bright,Nice,Brilliant",GNU C++17,1734,B,1734B
191783967,2023-02-03 07:02:00,043_33798_Nuraiym-7,CarrotCakes,GNU C++17,799,A,799A
191784043,2023-02-03 07:04:00,043_33798_Nuraiym-7,EshagLovesBigArrays,GNU C++17,1529,A,1529A
191784075,2023-02-03 07:05:00,043_33798_Nuraiym-7,QAQ,GNU C++17,894,A,894A
191849209,2023-02-03 17:29:00,043_33798_Nuraiym-7,GamerHemose,GNU C++17,1592,A,1592A
191852978,2023-02-03 17:37:00,043_33798_Nuraiym-7,ColourtheFlag,GNU C++17,1534,A,1534A
191918240,2023-02-03 18:06:00,043_33798_Nuraiym-7,PhoenixandPuzzle,GNU C++17,1515,B,1515B
192058657,2023-02-03 21:51:00,043_33798_Nuraiym-7,DistinctSplit,GNU C++17,1791,D,1791D
192365221,2023-02-05 19:25:00,043_33798_Nuraiym-7,CountingKangaroosisFun,GNU C++17,372,A,372A
192440005,2023-02-06 11:27:00,043_33798_Nuraiym-7,C+=,GNU C++17,1368,A,1368A
192442318,2023-02-06 11:48:00,043_33798_Nuraiym-7,ParkLighting,GNU C++17,1358,A,1358A
192442712,2023-02-06 11:52:00,043_33798_Nuraiym-7,CelexUpdate,GNU C++17,1358,C,1358C
192445443,2023-02-06 12:16:00,043_33798_Nuraiym-7,DominoDisaster,GNU C++17,1567,A,1567A
192474886,2023-02-06 16:29:00,043_33798_Nuraiym-7,SubrectangleGuess,GNU C++17,1695,A,1695A
192477470,2023-02-06 16:46:00,043_33798_Nuraiym-7,CircleGame,GNU C++17,1695,B,1695B
192648925,2023-02-07 21:22:00,043_33798_Nuraiym-7,CodeforcesChecking,GNU C++17,1791,A,1791A
192649240,2023-02-07 21:24:00,043_33798_Nuraiym-7,FreeIceCream,GNU C++17,686,A,686A
192649392,2023-02-07 21:25:00,043_33798_Nuraiym-7,SystemofEquations,GNU C++17,214,A,214A
192649550,2023-02-07 21:26:00,043_33798_Nuraiym-7,FollowingDirections,GNU C++17,1791,B,1791B
192649783,2023-02-07 21:28:00,043_33798_Nuraiym-7,PrependandAppend,GNU C++17,1791,C,1791C
192693829,2023-02-08 09:10:00,043_33798_Nuraiym-7,LCMProblem,GNU C++17,1389,A,1389A
192694106,2023-02-08 09:13:00,043_33798_Nuraiym-7,CommonPrefixes,GNU C++17,1384,A,1384A
192710164,2023-02-08 12:02:00,043_33798_Nuraiym-7,AddandDivide,GNU C++17,1485,A,1485A
192711187,2023-02-08 12:10:00,043_33798_Nuraiym-7,LittleElephantandArray,GNU C++17,220,B,220B
192854480,2023-02-09 14:57:00,043_33798_Nuraiym-7,FlexibleStringRevisit,GNU C++17,1778,D,1778D
192854519,2023-02-09 14:57:00,043_33798_Nuraiym-7,FollowingDirections,GNU C++17,1791,B,1791B
192854968,2023-02-09 15:02:00,043_33798_Nuraiym-7,IQtest,GNU C++17,25,A,25A
192860056,2023-02-09 15:53:00,043_33798_Nuraiym-7,VustheCossackandaContest,GNU C++17,1186,A,1186A
192861831,2023-02-09 16:09:00,043_33798_Nuraiym-7,GennadyandaCardGame,GNU C++17,1097,A,1097A
192862019,2023-02-09 16:11:00,043_33798_Nuraiym-7,Permutations,GNU C++17,124,B,124B
192971882,2023-02-09 20:53:00,043_33798_Nuraiym-7,SumofTwoNumbers,GNU C++17,1788,B,1788B
192972227,2023-02-09 20:55:00,043_33798_Nuraiym-7,OneandTwo,GNU C++17,1788,A,1788A
193082756,2023-02-10 18:47:00,043_33798_Nuraiym-7,JeffandFurik,GNU C++17,351,B,351B
193082831,2023-02-10 18:48:00,043_33798_Nuraiym-7,JeffandRounding,GNU C++17,351,A,351A
193083292,2023-02-10 18:51:00,043_33798_Nuraiym-7,ThePleasantWalk,GNU C++17,1090,M,1090M
193083359,2023-02-10 18:52:00,043_33798_Nuraiym-7,CompanyMerging,GNU C++17,1090,A,1090A
193085287,2023-02-10 19:09:00,043_33798_Nuraiym-7,Codeobfuscation,GNU C++17,765,B,765B
193086009,2023-02-10 19:15:00,043_33798_Nuraiym-7,Neverendingcompetitions,GNU C++17,765,A,765A
193089144,2023-02-10 19:40:00,043_33798_Nuraiym-7,C+=,GNU C++17,1368,A,1368A
193152904,2023-02-11 10:01:00,043_33798_Nuraiym-7,ParallelogramisBack,GNU C++17,749,B,749B
193154864,2023-02-11 10:19:00,043_33798_Nuraiym-7,BachgoldProblem,GNU C++17,749,A,749A
193155852,2023-02-11 10:29:00,043_33798_Nuraiym-7,BoatsCompetition,GNU C++17,1399,C,1399C
193156294,2023-02-11 10:33:00,043_33798_Nuraiym-7,NotAdjacentMatrix,GNU C++17,1520,C,1520C
193157437,2023-02-11 10:44:00,043_33798_Nuraiym-7,RedandBlueBeans,GNU C++17,1519,A,1519A
193157677,2023-02-11 10:46:00,043_33798_Nuraiym-7,LuckyDivision,GNU C++17,122,A,122A
193159231,2023-02-11 11:00:00,043_33798_Nuraiym-7,TheCakeIsaLie,GNU C++17,1519,B,1519B
193166605,2023-02-11 12:10:00,043_33798_Nuraiym-7,Array,GNU C++17,300,A,300A
193166805,2023-02-11 12:12:00,043_33798_Nuraiym-7,EzzatandTwoSubsequences,GNU C++17,1557,A,1557A
193220835,2023-02-11 20:17:00,043_33798_Nuraiym-7,Tetrahedron,GNU C++17,166,E,166E
193221981,2023-02-11 20:27:00,043_33798_Nuraiym-7,DeadlyLaser,GNU C++17,1721,B,1721B
193320924,2023-02-12 13:05:00,043_33798_Nuraiym-7,FedyaandArray,GNU C++17,1793,B,1793B
193326185,2023-02-12 13:20:00,043_33798_Nuraiym-7,YetAnotherPromotion,GNU C++17,1793,A,1793A
193333115,2023-02-12 14:03:00,043_33798_Nuraiym-7,AntonandDigits,GNU C++17,734,B,734B
193334284,2023-02-12 14:09:00,043_33798_Nuraiym-7,PolycarpandtheDayofPi,GNU C++17,1790,A,1790A
193334352,2023-02-12 14:10:00,043_33798_Nuraiym-7,A.M.Deviation,GNU C++17,1605,A,1605A
193334381,2023-02-12 14:10:00,043_33798_Nuraiym-7,TaisiaandDice,GNU C++17,1790,B,1790B
193335405,2023-02-12 14:17:00,043_33798_Nuraiym-7,Premutation,GNU C++17,1790,C,1790C
193358458,2023-02-12 17:36:00,043_33798_Nuraiym-7,FindTheArray,GNU C++17,1550,A,1550A
193434403,2023-02-13 11:48:00,043_33798_Nuraiym-7,Squares,GNU C++17,263,B,263B
193434465,2023-02-13 11:49:00,043_33798_Nuraiym-7,Remainder,GNU C++17,1165,A,1165A
193434539,2023-02-13 11:50:00,043_33798_Nuraiym-7,PolycarpTraining,GNU C++17,1165,B,1165B
193437512,2023-02-13 12:25:00,043_33798_Nuraiym-7,EquivalentStrings,GNU C++17,559,B,559B
193437563,2023-02-13 12:25:00,043_33798_Nuraiym-7,EverythingEverywhereAllButOne,GNU C++17,1686,A,1686A
193540242,2023-02-14 06:00:00,043_33798_Nuraiym-7,GamingForces,GNU C++17,1792,A,1792A
193541520,2023-02-14 06:36:00,043_33798_Nuraiym-7,ProgressBar,GNU C++17,71,B,71B
193541611,2023-02-14 06:38:00,043_33798_Nuraiym-7,TrianglesonaRectangle,GNU C++17,1620,B,1620B
193671388,2023-02-15 06:13:00,043_33798_Nuraiym-7,LinearKeyboard,GNU C++17,1607,A,1607A
193671424,2023-02-15 06:14:00,043_33798_Nuraiym-7,OddGrasshopper,GNU C++17,1607,B,1607B
193671448,2023-02-15 06:14:00,043_33798_Nuraiym-7,MinimumExtraction,GNU C++17,1607,C,1607C
193827987,2023-02-16 15:52:00,043_33798_Nuraiym-7,StrangeTable,GNU C++17,1506,A,1506A
193828067,2023-02-16 15:52:00,043_33798_Nuraiym-7,PartialReplacement,GNU C++17,1506,B,1506B
193829276,2023-02-16 16:05:00,043_33798_Nuraiym-7,DoubleendedStrings,GNU C++17,1506,C,1506C
193829440,2023-02-16 16:06:00,043_33798_Nuraiym-7,RankList,GNU C++17,166,A,166A
193829465,2023-02-16 16:06:00,043_33798_Nuraiym-7,RankList,GNU C++17,166,A,166A
193831366,2023-02-16 16:25:00,043_33798_Nuraiym-7,Hexadecimal'stheorem,GNU C++17,199,A,199A
193831718,2023-02-16 16:28:00,043_33798_Nuraiym-7,CutRibbon,GNU C++17,189,A,189A
193907513,2023-02-16 19:43:00,043_33798_Nuraiym-7,TwoTowers,GNU C++17,1795,A,1795A
193908938,2023-02-16 19:51:00,043_33798_Nuraiym-7,IdealPoint,GNU C++17,1795,B,1795B
193911403,2023-02-16 20:06:00,043_33798_Nuraiym-7,TeaTasting,GNU C++17,1795,C,1795C
193949882,2023-02-17 07:04:00,043_33798_Nuraiym-7,ArithmeticArray,GNU C++17,1537,A,1537A
193949957,2023-02-17 07:05:00,043_33798_Nuraiym-7,ExtractNumbers,GNU C++17,600,A,600A
193949976,2023-02-17 07:06:00,043_33798_Nuraiym-7,Queriesaboutlessorequalelements,GNU C++17,600,B,600B
193950058,2023-02-17 07:07:00,043_33798_Nuraiym-7,NumberTransformation,GNU C++17,1674,A,1674A
193950237,2023-02-17 07:11:00,043_33798_Nuraiym-7,AboutBacteria,GNU C++17,199,C,199C
193951672,2023-02-17 07:39:00,043_33798_Nuraiym-7,NextTest,GNU C++17,27,A,27A
194069187,2023-02-18 07:55:00,043_33798_Nuraiym-7,Cutting,GNU C++17,998,B,998B
194069284,2023-02-18 07:56:00,043_33798_Nuraiym-7,ATideofRiverscape,GNU C++17,989,B,989B
194069364,2023-02-18 07:57:00,043_33798_Nuraiym-7,"RainbowDash,FluttershyandChessColoring",GNU C++17,1393,A,1393A
194071103,2023-02-18 08:24:00,043_33798_Nuraiym-7,ApplejackandStorages,GNU C++17,1393,B,1393B
194071220,2023-02-18 08:25:00,043_33798_Nuraiym-7,TheForbiddenPermutation,GNU C++17,1778,B,1778B
194071562,2023-02-18 08:30:00,043_33798_Nuraiym-7,BuytheString,GNU C++17,1440,A,1440A
194071738,2023-02-18 08:32:00,043_33798_Nuraiym-7,SumofMedians,GNU C++17,1440,B,1440B
194072241,2023-02-18 08:39:00,043_33798_Nuraiym-7,ThereAreTwoTypesOfBurgers,GNU C++17,1207,A,1207A
194072880,2023-02-18 08:48:00,043_33798_Nuraiym-7,ABlendofSpringtime,GNU C++17,989,A,989A
194073319,2023-02-18 08:53:00,043_33798_Nuraiym-7,MorningJogging,GNU C++17,1517,B,1517B
194152892,2023-02-18 21:43:00,043_33798_Nuraiym-7,GravityFlip,GNU C++17,405,A,405A
194210847,2023-02-19 13:42:00,043_33798_Nuraiym-7,Swaps,GNU C++17,1573,B,1573B
194210964,2023-02-19 13:43:00,043_33798_Nuraiym-7,Countdown,GNU C++17,1573,A,1573A
194211080,2023-02-19 13:45:00,043_33798_Nuraiym-7,FindDivisible,GNU C++17,1096,A,1096A
194211369,2023-02-19 13:48:00,043_33798_Nuraiym-7,Cirno'sPerfectBitmasksClassroom,GNU C++17,1688,A,1688A
194212162,2023-02-19 13:58:00,043_33798_Nuraiym-7,DistanceandAxis,GNU C++17,1401,A,1401A
194254233,2023-02-19 19:06:00,043_33798_Nuraiym-7,PermutationChain,GNU C++17,1716,B,1716B
194322960,2023-02-20 11:49:00,043_33798_Nuraiym-7,ShovelsandSwords,GNU C++17,1366,A,1366A
194323033,2023-02-20 11:50:00,043_33798_Nuraiym-7,Shuffle,GNU C++17,1366,B,1366B
194323266,2023-02-20 11:53:00,043_33798_Nuraiym-7,TestingPantsforSadness,GNU C++17,103,A,103A
194371533,2023-02-20 19:49:00,043_33798_Nuraiym-7,MinimumVariedNumber,GNU C++17,1714,C,1714C
194371617,2023-02-20 19:50:00,043_33798_Nuraiym-7,Flag,GNU C++17,16,A,16A
194372141,2023-02-20 19:54:00,043_33798_Nuraiym-7,NegativesandPositives,GNU C++17,1791,E,1791E
194408666,2023-02-21 04:58:00,043_33798_Nuraiym-7,TwoBagsofPotatoes,GNU C++17,239,A,239A
194499170,2023-02-21 21:42:00,043_33798_Nuraiym-7,RisingSand,GNU C++17,1698,B,1698B
194499219,2023-02-21 21:42:00,043_33798_Nuraiym-7,OddSelection,GNU C++17,1363,A,1363A
194551123,2023-02-22 12:41:00,043_33798_Nuraiym-7,Median,GNU C++17,166,C,166C
194551218,2023-02-22 12:42:00,043_33798_Nuraiym-7,ElaSortingBooks,GNU C++17,1737,A,1737A
194551411,2023-02-22 12:44:00,043_33798_Nuraiym-7,CountingRhombi,GNU C++17,189,B,189B
194551475,2023-02-22 12:45:00,043_33798_Nuraiym-7,LostArray,GNU C++17,1043,B,1043B
194570545,2023-02-22 16:15:00,043_33798_Nuraiym-7,StringSimilarity,GNU C++17,1400,A,1400A
194570767,2023-02-22 16:18:00,043_33798_Nuraiym-7,Reposts,GNU C++17,522,A,522A
194650667,2023-02-23 11:33:00,043_33798_Nuraiym-7,MirrorintheString,GNU C++17,1616,B,1616B
194650745,2023-02-23 11:34:00,043_33798_Nuraiym-7,RepresentativeEdges,GNU C++17,1616,C,1616C
194679966,2023-02-23 16:36:00,043_33798_Nuraiym-7,XXXXX,GNU C++17,1364,A,1364A
194680637,2023-02-23 16:41:00,043_33798_Nuraiym-7,Triangle,GNU C++17,6,A,6A
194681322,2023-02-23 16:48:00,043_33798_Nuraiym-7,BeforeanExam,GNU C++17,4,B,4B
194747723,2023-02-24 09:09:00,043_33798_Nuraiym-7,WaterTheGarden,GNU C++17,920,A,920A
194747889,2023-02-24 09:11:00,043_33798_Nuraiym-7,Threeswimmers,GNU C++17,1492,A,1492A
194763005,2023-02-24 12:32:00,043_33798_Nuraiym-7,Dragons,GNU C++17,230,A,230A
194788073,2023-02-24 16:32:00,043_33798_Nuraiym-7,StringLCM,GNU C++17,1473,B,1473B
195023737,2023-02-26 10:15:00,043_33798_Nuraiym-7,Cards,GNU C++17,1220,A,1220A
195023843,2023-02-26 10:17:00,043_33798_Nuraiym-7,MultiplicationTable,GNU C++17,1220,B,1220B
195023906,2023-02-26 10:18:00,043_33798_Nuraiym-7,QuizLeague,GNU C++17,120,B,120B
195023993,2023-02-26 10:19:00,043_33798_Nuraiym-7,Elevator,GNU C++17,120,A,120A
195024106,2023-02-26 10:20:00,043_33798_Nuraiym-7,Fruits,GNU C++17,12,C,12C
195130813,2023-02-27 16:22:00,043_33798_Nuraiym-7,Snacktower,GNU C++17,767,A,767A
195225984,2023-02-28 06:46:00,043_33798_Nuraiym-7,CopyCopyCopyCopyCopy,GNU C++17,1325,B,1325B
195266958,2023-02-28 15:12:00,043_33798_Nuraiym-7,CommonDivisors,GNU C++17,1203,C,1203C
195268038,2023-02-28 15:22:00,043_33798_Nuraiym-7,Presents,GNU C++17,136,A,136A
195277746,2023-02-28 16:44:00,043_33798_Nuraiym-7,CircleofStudents,GNU C++17,1203,A,1203A
195279692,2023-02-28 17:01:00,043_33798_Nuraiym-7,BeautifulMatrix,GNU C++17,263,A,263A
195443814,2023-03-01 14:55:00,043_33798_Nuraiym-7,IchihimeandTriangle,GNU C++17,1337,A,1337A
195447600,2023-03-01 15:26:00,043_33798_Nuraiym-7,KanaandDragonQuestgame,GNU C++17,1337,B,1337B
195449120,2023-03-01 15:39:00,043_33798_Nuraiym-7,Postcardsandphotos,GNU C++17,137,A,137A
195539902,2023-03-02 11:22:00,043_33798_Nuraiym-7,RecentActions,GNU C++17,1799,A,1799A
195540021,2023-03-02 11:23:00,043_33798_Nuraiym-7,EqualizebyDivide,GNU C++17,1799,B,1799B
195540166,2023-03-02 11:25:00,043_33798_Nuraiym-7,TypicalInterviewProblem,GNU C++17,1796,A,1796A
195540297,2023-03-02 11:26:00,043_33798_Nuraiym-7,AsteriskMinorTemplate,GNU C++17,1796,B,1796B
195749654,2023-03-03 05:54:00,043_33798_Nuraiym-7,SorttheArray,GNU C++17,451,B,451B
195749689,2023-03-03 05:54:00,043_33798_Nuraiym-7,GameWithSticks,GNU C++17,451,A,451A
195912454,2023-03-04 08:55:00,043_33798_Nuraiym-7,Div.64,GNU C++17,887,A,887A
195915924,2023-03-04 09:25:00,043_33798_Nuraiym-7,MissingBigram,GNU C++17,1618,B,1618B
195915978,2023-03-04 09:25:00,043_33798_Nuraiym-7,PolycarpandSumsofSubsequences,GNU C++17,1618,A,1618A
195916861,2023-03-04 09:32:00,043_33798_Nuraiym-7,YoungPhysicist,GNU C++17,69,A,69A
85917675,2020-07-04 14:30:00,7nooOoOoon,Watermelon,MS C++ 2017,4,A,4A
133780238,2021-10-31 18:31:00,7nooOoOoon,Elephant,MS C++ 2017,617,A,617A
133799267,2021-10-31 23:03:00,7nooOoOoon,CandiesandTwoSisters,MS C++ 2017,1335,A,1335A
133800272,2021-10-31 23:25:00,7nooOoOoon,AgainTwentyFive!,MS C++ 2017,630,A,630A
133984273,2021-11-01 22:32:00,7nooOoOoon,DivisibilityProblem,MS C++ 2017,1328,A,1328A
133985002,2021-11-01 22:43:00,7nooOoOoon,MinutesBeforetheNewYear,MS C++ 2017,1283,A,1283A
134700984,2021-11-08 22:30:00,7nooOoOoon,MahmoudandEhabandtheevenoddgame,MS C++ 2017,959,A,959A
134702095,2021-11-08 22:43:00,7nooOoOoon,DieRoll,MS C++ 2017,9,A,9A
138467332,2021-12-08 20:03:00,7nooOoOoon,BeautifulMatrix,GNU C++17,263,A,263A
138570137,2021-12-09 21:12:00,7nooOoOoon,Bit++,GNU C++17,282,A,282A
138938326,2021-12-13 00:35:00,7nooOoOoon,SoldierandBananas,GNU C++17,546,A,546A
138938654,2021-12-13 00:46:00,7nooOoOoon,Magnets,GNU C++17,344,A,344A
138938937,2021-12-13 00:54:00,7nooOoOoon,InSearchofanEasyProblem,GNU C++17,1030,A,1030A
141905161,2022-01-07 15:10:00,7nooOoOoon,BearandBigBrother,GNU C++17,791,A,791A
148698901,2022-03-07 15:48:00,7nooOoOoon,PolycarpandCoins,GNU C++17,1551,A,1551A
148700049,2022-03-07 16:00:00,7nooOoOoon,WonderfulColoring1,GNU C++17,1551,B1,1551B1
148727855,2022-03-07 20:53:00,7nooOoOoon,WayTooLongWords,GNU C++17,71,A,71A
148997344,2022-03-09 17:16:00,7nooOoOoon,Team,GNU C++17,231,A,231A
148997481,2022-03-09 17:17:00,7nooOoOoon,DeletionsofTwoAdjacentLetters,GNU C++17,1650,A,1650A
148999262,2022-03-09 17:35:00,7nooOoOoon,TheatreSquare,GNU C++17,1,A,1A
149118690,2022-03-10 17:59:00,7nooOoOoon,Playoff,GNU C++17,1651,A,1651A
149168797,2022-03-10 19:33:00,7nooOoOoon,ProveHimWrong,GNU C++17,1651,B,1651B
150043497,2022-03-18 18:55:00,7nooOoOoon,Dominopiling,GNU C++17,50,A,50A
150043969,2022-03-18 19:00:00,7nooOoOoon,StonesontheTable,GNU C++17,266,A,266A
150046476,2022-03-18 19:26:00,7nooOoOoon,Tram,GNU C++17,116,A,116A
150047345,2022-03-18 19:35:00,7nooOoOoon,VanyaandFence,GNU C++17,677,A,677A
150047856,2022-03-18 19:41:00,7nooOoOoon,GeorgeandAccommodation,GNU C++17,467,A,467A
150050629,2022-03-18 20:10:00,7nooOoOoon,CalculatingFunction,GNU C++17,486,A,486A
150064214,2022-03-18 22:22:00,7nooOoOoon,UltraFastMathematician,GNU C++17,61,A,61A
150065511,2022-03-18 22:38:00,7nooOoOoon,Drinks,GNU C++17,200,B,200B
150142813,2022-03-19 16:35:00,7nooOoOoon,Hulk,GNU C++17,705,A,705A
150454485,2022-03-22 15:55:00,7nooOoOoon,Isyourhorseshoeontheotherhoof?,GNU C++17,228,A,228A
150493025,2022-03-22 18:18:00,7nooOoOoon,XYSequence,GNU C++17,1657,B,1657B
150594993,2022-03-23 13:15:00,7nooOoOoon,IntegerMoves,GNU C++17,1657,A,1657A
152613746,2022-04-03 23:04:00,7nooOoOoon,YoungPhysicist,GNU C++17,69,A,69A
152614379,2022-04-03 23:16:00,7nooOoOoon,Football,GNU C++17,96,A,96A
152616430,2022-04-03 23:55:00,7nooOoOoon,EvenOdds,GNU C++17,318,A,318A
152684052,2022-04-04 18:43:00,7nooOoOoon,Presents,GNU C++17,136,A,136A
152685839,2022-04-04 19:05:00,7nooOoOoon,SquareString?,GNU C++17,1619,A,1619A
152686480,2022-04-04 19:12:00,7nooOoOoon,CinemaLine,GNU C++17,349,A,349A
152720225,2022-04-05 07:07:00,7nooOoOoon,HQ9+,GNU C++17,133,A,133A
152722644,2022-04-05 07:51:00,7nooOoOoon,ArrivaloftheGeneral,GNU C++17,144,A,144A
152828255,2022-04-06 11:23:00,7nooOoOoon,Puzzles,GNU C++17,337,A,337A
152831621,2022-04-06 12:11:00,7nooOoOoon,IQtest,GNU C++17,25,A,25A
152832188,2022-04-06 12:19:00,7nooOoOoon,VasyaandCoins,GNU C++17,1660,A,1660A
152835005,2022-04-06 13:02:00,7nooOoOoon,VladandCandies,GNU C++17,1660,B,1660B
152867225,2022-04-06 19:36:00,7nooOoOoon,Expression,GNU C++17,479,A,479A
153618788,2022-04-14 10:56:00,7nooOoOoon,HelpfulMaths,GNU C++17,339,A,339A
154003537,2022-04-18 17:27:00,7nooOoOoon,MagicalSticks,GNU C++17,1371,A,1371A
154006473,2022-04-18 18:06:00,7nooOoOoon,RequiredRemainder,GNU C++17,1374,A,1374A
154007064,2022-04-18 18:14:00,7nooOoOoon,MishkaandGame,GNU C++17,703,A,703A
154023864,2022-04-18 22:38:00,7nooOoOoon,GameWithSticks,GNU C++17,451,A,451A
154025190,2022-04-18 23:07:00,7nooOoOoon,RestoringThreeNumbers,GNU C++17,1154,A,1154A
154058387,2022-04-19 12:50:00,7nooOoOoon,RedVersusBlue,GNU C++17,1659,A,1659A
154060267,2022-04-19 13:23:00,7nooOoOoon,Taxi,GNU C++17,158,B,158B
154060490,2022-04-19 13:27:00,7nooOoOoon,Taxi,GNU C++17,158,B,158B
154179218,2022-04-20 11:30:00,7nooOoOoon,DirectionChange,GNU C++17,1668,A,1668A
154254253,2022-04-21 10:20:00,7nooOoOoon,CollectingCoins,GNU C++17,1294,A,1294A
154265587,2022-04-21 13:23:00,7nooOoOoon,ThreePairwiseMaximums,GNU C++17,1385,A,1385A
154444368,2022-04-22 01:18:00,7nooOoOoon,NextRound,GNU C++17,158,A,158A
154474946,2022-04-22 11:01:00,7nooOoOoon,Division?,GNU C++17,1669,A,1669A
154480202,2022-04-22 12:10:00,7nooOoOoon,Triple,GNU C++17,1669,B,1669B
154481370,2022-04-22 12:24:00,7nooOoOoon,Odd/EvenIncrements,GNU C++17,1669,C,1669C
156405903,2022-05-09 14:36:00,7nooOoOoon,PolycarpandSumsofSubsequences,GNU C++17,1618,A,1618A
156407666,2022-05-09 14:59:00,7nooOoOoon,MissingBigram,GNU C++17,1618,B,1618B
156633152,2022-05-10 17:50:00,7nooOoOoon,Lucky?,GNU C++17,1676,A,1676A
156652832,2022-05-10 17:59:00,7nooOoOoon,EqualCandies,GNU C++17,1676,B,1676B
157005825,2022-05-13 15:18:00,7nooOoOoon,QueueattheSchool,GNU C++17,266,B,266B
157035645,2022-05-13 17:55:00,7nooOoOoon,MinimumsandMaximums,GNU C++17,1680,A,1680A
158669642,2022-05-28 09:17:00,7nooOoOoon,CheapTravel,GNU C++17,466,A,466A
158678244,2022-05-28 11:02:00,7nooOoOoon,VasyaandSocks,GNU C++17,460,A,460A
158943016,2022-05-31 11:49:00,7nooOoOoon,OddSubarrays,GNU C++17,1686,B,1686B
158970600,2022-05-31 14:39:00,7nooOoOoon,InfiniteReplacement,GNU C++17,1674,C,1674C
158974882,2022-05-31 15:34:00,7nooOoOoon,LISorReverseLIS?,GNU C++17,1682,C,1682C
158976618,2022-05-31 15:57:00,7nooOoOoon,ExcitingBets,GNU C++17,1543,A,1543A
159229299,2022-06-02 11:37:00,7nooOoOoon,EverythingEverywhereAllButOne,GNU C++17,1686,A,1686A
159233859,2022-06-02 12:29:00,7nooOoOoon,BeautifulYear,GNU C++17,271,A,271A
159251783,2022-06-02 15:47:00,7nooOoOoon,Games,GNU C++17,268,A,268A
159252970,2022-06-02 16:00:00,7nooOoOoon,IWannaBetheGuy,GNU C++17,469,A,469A
159253810,2022-06-02 16:09:00,7nooOoOoon,I_love_\%username\%,GNU C++17,155,A,155A
159257938,2022-06-02 16:56:00,7nooOoOoon,SoftDrinking,GNU C++17,151,A,151A
159261008,2022-06-02 17:28:00,7nooOoOoon,BlackSquare,GNU C++17,431,A,431A
159339364,2022-06-03 15:00:00,7nooOoOoon,EvenArray,GNU C++17,1367,B,1367B
159404384,2022-06-03 19:10:00,7nooOoOoon,Patchouli'sMagicalTalisman,GNU C++17,1688,B,1688B
159489068,2022-06-04 17:34:00,7nooOoOoon,Patchouli'sMagicalTalisman,GNU C++17,1688,B,1688B
159489366,2022-06-04 17:38:00,7nooOoOoon,Cirno'sPerfectBitmasksClassroom,GNU C++17,1688,A,1688A
159613874,2022-06-06 12:12:00,7nooOoOoon,BeatTheOdds,GNU C++17,1691,A,1691A
159616955,2022-06-06 12:57:00,7nooOoOoon,OracandFactors,GNU C++17,1350,A,1350A
159618503,2022-06-06 13:19:00,7nooOoOoon,Candies,GNU C++17,1343,A,1343A
159713033,2022-06-07 14:30:00,7nooOoOoon,Div.7,GNU C++17,1633,A,1633A
159713501,2022-06-07 14:36:00,7nooOoOoon,Minority,GNU C++17,1633,B,1633B
159718510,2022-06-07 15:36:00,7nooOoOoon,KilltheMonster,GNU C++17,1633,C,1633C
160462336,2022-06-13 22:54:00,7nooOoOoon,DoubleCola,GNU C++17,82,A,82A
160463742,2022-06-13 23:25:00,7nooOoOoon,VasyatheHipster,GNU C++17,581,A,581A
160512554,2022-06-14 16:05:00,7nooOoOoon,BlackandWhiteStripe,GNU C++17,1690,D,1690D
160513519,2022-06-14 16:18:00,7nooOoOoon,ParkwayWalk,GNU C++17,1697,A,1697A
160528366,2022-06-14 17:37:00,7nooOoOoon,Marathon,GNU C++17,1692,A,1692A
160544740,2022-06-14 17:45:00,7nooOoOoon,AllDistinct,GNU C++17,1692,B,1692B
160567429,2022-06-14 18:02:00,7nooOoOoon,Where'stheBishop?,GNU C++17,1692,C,1692C
160990857,2022-06-17 21:56:00,7nooOoOoon,Promo,GNU C++17,1697,B,1697B
